,Name,Platform,User_Scoree
15035,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,7.3
15036,EyeToy: Operation Spy,PS2,tbd
15037,Marvel Nemesis: Rise of the Imperfects,PS2,6.3
15038,Virtua Quest,PS2,7.6
15039,Spy vs. Spy,XB,8.1
15040,Hammer & Sickle,PC,8.5
15041,187 Ride or Die,PS2,7
15042,Judge Dredd: Dredd VS Death,PS2,5.3
15043,Inuyasha: Feudal Combat,PS2,8.3
15044,World Series of Poker,XB,tbd
15045,The Hustle: Detroit Streets,PSP,5.3
15046,Dragon Ball Z: Sagas,XB,5.6
15047,Stolen,PS2,7.1
15048,Big Mutha Truckers 2,PS2,2.1
15049,187 Ride or Die,XB,6.9
15050,Beat Down,XB,tbd
15051,Retro Atari Classics,DS,3.7
15052,Dead to Rights II,PS2,5.1
15053,Death by Degrees,PS2,6.3
15054,NARC,XB,3.3
15055,Restricted Area,PC,6.6
15056,NanoBreaker,PS2,6.9
15057,Shadow the Hedgehog,GC,6.1
15058,Stolen,XB,6.2
15059,Big Mutha Truckers 2,XB,3.7
15060,Spyro: Shadow Legacy,DS,5.8
15061,RYL: Path of the Emperor,PC,8.5
15062,Pokemon Battle Revolution,Wii,6.6
15063,Knights of the Temple II,PC,7.6
15064,The Chosen - Well of Souls,PC,5.8
15065,Warriors Orochi,X360,6.9
15066,Great Invasions: The Darkages 350-1066 AD,PC,tbd
15067,Darkness Within: In Pursuit of Loath Nolder,PC,7.1
15068,Transformers: The Game,X360,5.6
15069,Spider-Man 3,PSP,7.5
15070,Harry Potter and the Order of the Phoenix,PSP,7.6
15071,SoulCalibur Legends,Wii,5.7
15072,Naruto: Uzumaki Chronicles 2,PS2,6.7
15073,Boogie,PS2,tbd
15074,Winter Sports: The Ultimate Challenge,Wii,6.8
15075,Time Ace,DS,tbd
15076,Tetris Evolution,X360,tbd
15077,Bionicle Heroes,Wii,5.8
15078,Brunswick Pro Bowling,Wii,5.4
15079,NBA Live 08,Wii,7.1
15080,Dawn of Magic,PC,5.7
15081,Alien Syndrome,PSP,6.4
15082,Indianapolis 500 Legends,DS,tbd
15083,Dragon Blade: Wrath of Fire,Wii,7.5
15084,Dead Reefs,PC,6.8
15085,7 Wonders of the Ancient World,PSP,tbd
15086,Yie Ar Kung-Fu,X360,tbd
15087,Beowulf: The Game,X360,4.7
15088,Harry Potter and the Order of the Phoenix,DS,4.8
15089,Hospital Tycoon,PC,3.8
15090,Beowulf: The Game,PS3,4.9
15091,Brooktown High,PSP,tbd
15092,Wing Commander Arena,X360,5.5
15093,Left Brain Right Brain,DS,tbd
15094,Empire Earth III,PC,2.9
15095,Two Worlds,X360,5.4
15096,Soldier of Fortune: Payback,PS3,5.4
15097,Spider-Man 3,PS2,6.5
15098,Th3 Plan,PS2,6.2
15099,SWAT: Target Liberty,PSP,6.9
15100,Soldier of Fortune: Payback,X360,5.6
15101,Heatseeker,PSP,tbd
15102,Super Rub a Dub,PS3,7.2
15103,Namco Museum Remix,Wii,6.4
15104,Ghost Rider,PSP,5.7
15105,Whirlwind Over Vietnam,PC,3
15106,Fuzion Frenzy 2,X360,5.3
15107,Star Trek: Conquest,Wii,4.9
15108,Shrek-N-Roll,X360,7
15109,Aliens vs. Predator: Requiem,PSP,5.8
15110,Tortuga - Two Treasures,PC,2.7
15111,CSI: Crime Scene Investigation: Hard Evidence,X360,5.4
15112,Alien Syndrome,Wii,7.1
15113,The Secrets of Atlantis,PC,3
15114,SNK vs. Capcom Card Fighters DS,DS,5.3
15115,Indianapolis 500 Legends,Wii,6.7
15116,Fantastic Four: Rise of the Silver Surfer,PS3,6.2
15117,Wing Island,Wii,4.9
15118,Death Jr. and the Science Fair of Doom,DS,7.5
15119,Tempest,X360,4.5
15120,Transformers: The Game,PSP,6.5
15121,Fish Tycoon,DS,7
15122,The History Channel: Great Battles of Rome,PC,3.2
15123,Tokyo Xtreme Racer DRIFT 2,PS2,8.6
15124,The Golden Compass,PS2,5.3
15125,Donkey Kong: Barrel Blast,Wii,6.5
15126,Inuyasha: Secret of the Divine Jewel,DS,7.6
15127,Swashbucklers: Blue vs. Grey,PS2,tbd
15128,Soldier of Fortune: Payback,PC,4.8
15129,Napoleon Dynamite: The Game,DS,7.3
15130,Fantastic Four: Rise of the Silver Surfer,X360,5.4
15131,Made Man: Confessions of the Family Blood,PS2,tbd
15132,Battlestar Galactica,PC,tbd
15133,Hard Rock Casino,PSP,tbd
15134,Swashbucklers: Blue vs. Grey,PC,4.8
15135,The Sacred Rings,PC,tbd
15136,Godzilla: Unleashed,Wii,7.2
15137,Beowulf: The Game,PC,5.2
15138,Street Trace: NYC,X360,6.6
15139,SunAge,PC,7.5
15140,Word Puzzle,X360,tbd
15141,Digimon World Data Squad,PS2,7.6
15142,Monster Jam,X360,6
15143,John Deere: Harvest in the Heartland,DS,tbd
15144,Sonic the Hedgehog,PS3,4.1
15145,America's Army: True Soldiers,X360,6.7
15146,The Golden Compass,DS,5.2
15147,Hot Wheels: Beat That!,X360,5.3
15148,Steel Horizon,DS,5.8
15149,TMNT,DS,3.1
15150,Cyberball 2072,X360,7.9
15151,The Golden Compass,X360,4.1
15152,Taito Legends Power-Up,PSP,tbd
15153,Tank Beat,DS,5.4
15154,Screwjumper!,X360,3.4
15155,Made Man: Confessions of the Family Blood,PC,5.7
15156,Underground Pool,DS,tbd
15157,Eureka Seven Vol. 2: The New Vision,PS2,7.2
15158,The Golden Compass,PS3,4.8
15159,Looney Tunes: Acme Arsenal,X360,7.1
15160,Fantastic Four: Rise of the Silver Surfer,Wii,5.9
15161,Anacapri: The Dream,PC,4.2
15162,Last Rebellion,PS3,4.7
15163,Quantum Theory,PS3,5.1
15164,Naughty Bear,PS3,5.7
15165,Fast Draw Showdown,Wii,tbd
15166,Naughty Bear,X360,5.5
15167,Clash of the Titans,X360,4
15168,Zumba Fitness: Join the Party,X360,5.5
15169,CSI: Crime Scene Investigation: Fatal Conspiracy,X360,4.8
15170,Prison Break: The Conspiracy,PS3,3.9
15171,Iron Man 2,Wii,4.4
15172,Deca Sports 3,Wii,tbd
15173,Iron Man 2,X360,5.8
15174,Things on Wheels,X360,6
15175,Transformers: Cybertron Adventures,Wii,6.5
15176,"Harry Potter and the Deathly Hallows, Part 1",Wii,5
15177,Duke Nukem: Manhattan Project,X360,6.8
15178,Clash of the Titans,PS3,1.7
15179,Iron Man 2,PS3,5.4
15180,Naval Assault: The Killing Tide,X360,4.5
15181,Blood Drive,X360,6.4
15182,Prison Break: The Conspiracy,X360,4.8
15183,MotionSports,X360,4
15184,Dead or Alive Paradise,PSP,5.7
15185,Attack of the Movies 3D,X360,1.7
15186,Naruto Shippuden: Dragon Blade Chronicles,Wii,3.2
15187,"Harry Potter and the Deathly Hallows, Part 1",PS3,3.2
15188,Pure Futbol,X360,7.9
15189,"Harry Potter and the Deathly Hallows, Part 1",X360,5
15190,Quantum Theory,X360,3.7
15191,Dead Space Ignition,PS3,3.7
15192,Darkstar: The Interactive Movie,PC,6.5
15193,Kung Fu Rider,PS3,4.5
15194,Dream Chronicles,X360,tbd
15195,Power Gig: Rise of the SixString,PS3,0.5
15196,Power Gig: Rise of the SixString,X360,2.1
15197,Dead Space Ignition,X360,4.7
15198,Kick-Ass,PS3,2.8
15199,Megamind: Ultimate Showdown,X360,4.3
15200,Fighters Uncaged,X360,4.8
15201,Dream Chronicles,PS3,tbd
15202,Deca Sports Freedom,X360,3.7
15203,Rock Revolution,PS3,6.6
15204,Go! Sports Skydiving,PS3,4
15205,Hellboy: The Science of Evil,PSP,7
15206,Winter Sports 2: The Next Challenge,X360,tbd
15207,Wacky Races: Crash & Dash,DS,6
15208,Emergency Heroes,Wii,4.6
15209,WWII Aces,Wii,5.4
15210,Emergency Mayhem,Wii,4.3
15211,Protothea,Wii,tbd
15212,Turning Point: Fall of Liberty,PC,4.5
15213,Wacky Races: Crash & Dash,Wii,6.2
15214,Coffeetime Crosswords,X360,3.4
15215,Tony Hawk's Motion,DS,tbd
15216,The Mummy: Tomb of the Dragon Emperor,Wii,6.4
15217,Alone in the Dark,Wii,4.4
15218,Carnival Games: Mini-Golf,Wii,5.7
15219,Rock Revolution,X360,5.1
15220,The Mummy: Tomb of the Dragon Emperor,PS2,6.8
15221,Rocky and Bullwinkle,X360,4.4
15222,Wonder World Amusement Park,Wii,4.5
15223,Frogger 2,X360,6.3
15224,The History Channel: Battle for the Pacific,PS3,1.8
15225,Sniper: Art of Victory,PC,3.6
15226,Double D Dodgeball,X360,7
15227,Jackass the Game,DS,tbd
15228,George of the Jungle and the Search for the Secret,Wii,4
15229,King of Clubs,Wii,tbd
15230,Destroy All Humans! Path of the Furon,X360,6.6
15231,The Incredible Hulk,PC,4.2
15232,Target: Terror,Wii,3
15233,Iron Man,PC,2.7
15234,Women's Volleyball Championship,PS2,4
15235,Best of Tests DS,DS,5
15236,Toy Shop,DS,5.4
15237,Vampire Rain: Altered Species,PS3,3.5
15238,Game Party 2,Wii,4.6
15239,Jumper: Griffin's Story,X360,3.3
15240,Homie Rollerz,DS,2.4
15241,SPOGS Racing,Wii,3.6
15242,Total War: Rome II - Empire Divided,PC,5.1
15243,The Coma: Recut,NS,6.9
15244,Romancing SaGa 2,XOne,tbd
15245,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PS4,4.4
15246,Mario Sports Superstars,3DS,7.3
15247,Monster of the Deep: Final Fantasy XV,PS4,8.5
15248,Sonic Forces,XOne,7.3
15249,Spellspire,PS4,tbd
15250,Toby: The Secret Mine,XOne,5.4
15251,Oh My Godheads,XOne,tbd
15252,Minecraft: New Nintendo 3DS Edition,3DS,6.9
15253,FlatOut 4: Total Insanity,PS4,6.6
15254,Urban Empire,PC,5.1
15255,Elex,XOne,6.4
15256,Little Nightmares: The Depths,PS4,6.1
15257,Malicious Fallen,PS4,6.8
15258,99Vidas,PS4,6.5
15259,Friday the 13th: The Game,PS4,6.2
15260,Friday the 13th: The Game,PC,5.8
15261,Hunter's Legacy,XOne,tbd
15262,Deadbeat Heroes,XOne,tbd
15263,PaRappa the Rapper Remastered,PS4,5.3
15264,Destiny 2: Curse of Osiris,PC,1.3
15265,Ninja Shodown,NS,tbd
15266,Has-Been Heroes,PS4,6.5
15267,Perception,XOne,6.4
15268,Rogue Trooper Redux,XOne,7.5
15269,Crimsonland,NS,6.2
15270,Need for Speed Payback,XOne,3.7
15271,Outcast: Second Contact,PS4,7
15272,Need for Speed Payback,PS4,4.1
15273,Siegecraft Commander,XOne,tbd
15274,Phoning Home,PC,7
15275,Rogue Trooper Redux,PC,6.2
15276,Oh...Sir! The Insult Simulator,PS4,tbd
15277,The Town of Light,XOne,6.9
15278,Black Mirror,PC,5.7
15279,Rogue Trooper Redux,NS,6.8
15280,Skylar & Plux: Adventure on Clover Island,XOne,5.4
15281,I and Me,NS,6.6
15282,Ancient Amuletor,PS4,7.2
15283,Brawlout,NS,5.6
15284,De-formers,PS4,4.2
15285,Auto Age: Standoff,PC,tbd
15286,Planet of the Apes: Last Frontier,PS4,5.2
15287,Mario Party: The Top 100,3DS,6.7
15288,Late Shift,PS4,6.9
15289,Micro Machines World Series,PS4,3.8
15290,Cars 3: Driven to Win,XOne,7
15291,Rogue Trooper Redux,PS4,6.5
15292,TARTARUS,PC,6.6
15293,Rain World,PS4,6.8
15294,LEGO Worlds,NS,7.3
15295,Astro Duel Deluxe,NS,6.3
15296,Skylar & Plux: Adventure on Clover Island,PS4,6.7
15297,SG/ZH: School Girl Zombie Hunter,PS4,6.7
15298,I Am Bread,XOne,4.8
15299,Final Fantasy XV: Episode Gladiolus,PS4,8
15300,Empathy,PC,6
15301,Cars 3: Driven to Win,NS,5.3
15302,Sniper: Ghost Warrior 3,PC,6.1
15303,Micro Machines World Series,PC,3.7
15304,Memoranda,PC,6.6
15305,Dead by Daylight,XOne,6.1
15306,Dark Rose Valkyrie,PS4,7.1
15307,1-2-Switch,NS,4.8
15308,The Caligula Effect,PSV,7
15309,Formula Fusion,PC,7.6
15310,Elex,PS4,6.4
15311,Pixel Heroes: Byte & Magic,XOne,tbd
15312,Sonic Forces,PS4,7
15313,Micro Machines World Series,XOne,4.4
15314,Sonic Forces,NS,7.1
15315,Destiny 2: Curse of Osiris,XOne,1
15316,Destiny 2: Curse of Osiris,PS4,1.5
15317,Astro Bears Party,NS,7.3
15318,Black Mirror,XOne,3.3
15319,Sniper: Ghost Warrior 3,XOne,6.2
15320,RWBY: Grimm Eclipse,XOne,6.5
15321,Uncanny Valley,XOne,3.8
15322,Raiders of the Broken Planet,PS4,5.2
15323,Theseus,PS4,6.4
15324,Earthlock: Festival of Magic,PS4,tbd
15325,Perception,PS4,6.3
15326,100ft Robot Golf,PS4,6
15327,Drawn to Death,PS4,6
15328,Sniper: Ghost Warrior 3,PS4,6.4
15329,Perception,PC,6.5
15330,Cooking Mama: Sweet Shop,3DS,5
15331,Bush Hockey League,PS4,4.4
15332,Valkyria Revolution,XOne,5.6
15333,Sonic Forces,PC,6.5
15334,Don't Knock Twice,PS4,5.6
15335,Empyre: Lords of the Sea Gates,PC,tbd
15336,Dead Effect 2,XOne,6.4
15337,Othello,NS,6.2
15338,Akiba's Beat,PS4,6.7
15339,2Dark,PS4,7.2
15340,Kholat,XOne,tbd
15341,Black Mirror,PS4,5.3
15342,Dreamkiller,PC,5.4
15343,MLB Front Office Manager,X360,4.6
15344,Tony Hawk Ride,Wii,4.5
15345,Monsters vs. Aliens,DS,tbd
15346,The Punisher: No Mercy,PS3,5.8
15347,Star Wars The Clone Wars: Republic Heroes,PC,4.6
15348,Major Minor's Majestic March,Wii,tbd
15349,101-in-1 Explosive Megamix,DS,tbd
15350,Tony Hawk Ride,X360,3
15351,Gravitronix,Wii,5
15352,.detuned,PS3,3.7
15353,Wacky World of Sports,Wii,tbd
15354,Interpol: The Trail of Dr. Chaos,X360,3
15355,Hysteria Hospital: Emergency Ward,DS,tbd
15356,PDC World Championship Darts 2009,DS,tbd
15357,Stop Stress: A Day of Fury,Wii,3.3
15358,Fighting Fantasy: The Warlock of Firetop Mountain,DS,8.1
15359,Darkest of Days,X360,4.9
15360,Watchmen: The End Is Nigh Part 2,PC,5.7
15361,Watchmen: The End Is Nigh Part 2,X360,6.4
15362,MotoGP 08,Wii,5.4
15363,FunTown Mahjong,X360,tbd
15364,C.O.R.E.,DS,6.9
15365,Tony Hawk Ride,PS3,2.1
15366,Terminator Salvation,PS3,4
15367,Six Flags Fun Park,Wii,7.1
15368,PDC World Championship Darts 2008,PSP,tbd
15369,G.I. Joe: The Rise of Cobra,PS3,4.6
15370,Star Wars The Clone Wars: Republic Heroes,X360,6.3
15371,Star Wars The Clone Wars: Republic Heroes,PS3,5.5
15372,Stormrise,PC,4.5
15373,G.I. Joe: The Rise of Cobra,X360,4.7
15374,Coraline,Wii,5.5
15375,Brave: A Warrior's Tale,X360,5
15376,Mana Khemia: Student Alliance,PSP,5.6
15377,Damnation,PC,4.3
15378,0 Day Attack on Earth,X360,4.5
15379,Delta Force: Xtreme 2,PC,5
15380,ShellShock 2: Blood Trails,PC,5.5
15381,The Warriors: Street Brawl,X360,6.4
15382,Ju-on: The Grudge,Wii,5.5
15383,Raven Squad: Operation Hidden Dagger,PC,3.2
15384,Onechanbara: Bikini Samurai Squad,X360,6.3
15385,Inkheart,DS,2.2
15386,Painkiller: Resurrection,PC,4.3
15387,Raven Squad: Operation Hidden Dagger,X360,3.5
15388,Speed Zone,Wii,3.8
15389,Ready 2 Rumble Revolution,Wii,tbd
15390,Damnation,X360,5.5
15391,Air Conflicts: Aces of World War II,PSP,tbd
15392,Teenage Mutant Ninja Turtles: Arcade Attack,DS,4.8
15393,Damnation,PS3,3.2
15394,Infernal: Hell's Vengeance,X360,4.8
15395,Drug Wars 2009,PC,4.9
15396,Valhalla Knights: Eldar Saga,Wii,6.7
15397,ShellShock 2: Blood Trails,PS3,4.8
15398,Astro Boy: The Video Game,DS,tbd
15399,CID The Dummy,Wii,tbd
15400,ShellShock 2: Blood Trails,X360,5.7
15401,Tunnel Rats: 1968,PC,3.7
15402,Rogue Warrior,PC,3.4
15403,Rogue Warrior,X360,2.8
15404,Dragon Ball: Evolution,PSP,0.9
15405,Rogue Warrior,PS3,2.8
15406,Leisure Suit Larry: Box Office Bust,X360,2.5
15407,Stalin vs. Martians,PC,4.1
15408,NBA Unrivaled,X360,4.3
15409,NBA Unrivaled,PS3,0.9
15410,Leisure Suit Larry: Box Office Bust,PC,2.3
15411,Leisure Suit Larry: Box Office Bust,PS3,1.9
15412,Turn It Around,DS,4.5
15413,Godzilla Unleashed,PS2,6.6
15414,Vampire Rain,X360,3
15415,Seven Kingdoms: Conquest,PC,4
15416,Kengo: Legend of the 9,X360,4.1
15417,Legend of the Dragon,PSP,5.3
15418,Looney Tunes: Acme Arsenal,PS2,5.1
15419,Napoleon Dynamite: The Game,PSP,4.6
15420,Pocket Pool,PSP,tbd
15421,TMNT,PSP,4
15422,Aqua Teen Hunger Force Zombie Ninja Pro-Am,PS2,6.3
15423,Legend of the Dragon,Wii,4.8
15424,Hour of Victory,X360,3.2
15425,Escape from Bug Island,Wii,5
15426,Tamagotchi Party On!,Wii,2.8
15427,Fantastic Four: Rise of the Silver Surfer,PS2,6.3
15428,The Shield: The Game,PS2,5.3
15429,Fantastic Four: Rise of the Silver Surfer,DS,4.8
15430,The Golden Compass,Wii,6.8
15431,Showtime Championship Boxing,Wii,4.4
15432,The History Channel: Battle for the Pacific,X360,6.1
15433,You Are Empty,PC,5.5
15434,The Shield: The Game,PC,3.7
15435,Jenga World Tour,DS,tbd
15436,Pool Party,Wii,0.5
15437,Godzilla Unleashed: Double Smash,DS,4.9
15438,Chicken Shoot,Wii,4.6
15439,Looney Tunes: Acme Arsenal,Wii,5.1
15440,Jenga World Tour,Wii,2.8
15441,Game Party,Wii,3.8
15442,Call for Heroes: Pompolic Wars,PC,3.2
15443,Cruis'n,Wii,3.7
15444,Deal or No Deal,DS,2
15445,Yaris,X360,4.2
15446,Ford Racing 3,PS2,6.6
15447,NARC,PS2,7
15448,Tom Clancy's Splinter Cell: Chaos Theory,DS,7.1
15449,50 Cent: Bulletproof,XB,5.5
15450,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,8
15451,Shadow the Hedgehog,XB,5.1
15452,Space Invaders Revolution,DS,5.2
15453,Dragon Ball Z: Sagas,PS2,5.8
15454,Dragon Ball Z: Sagas,GC,6
15455,Popeye: Rush for Spinach,GBA,4.2
15456,Zathura,XB,5.5
15457,DICE: DNA Integrated Cybernetic Enterprises,PS2,tbd
15458,Digimon World 4,PS2,6.6
15459,Dogz,GBA,6.3
15460,Stolen,PC,6.9
15461,Beat Down: Fists of Vengeance,PS2,8.3
15462,Frogger: Ancient Shadow,XB,tbd
15463,Herbie: Fully Loaded,GBA,6.8
15464,Predator: Concrete Jungle,PS2,8.7
15465,Red Ninja: End of Honor,PS2,4.9
15466,50 Cent: Bulletproof,PS2,6.5
15467,Red Ninja: End of Honor,XB,4
15468,Pokemon Dash,DS,5.4
15469,Starship Troopers,PC,6.2
15470,Sega Classics Collection,PS2,6.8
15471,Elite Warriors: Vietnam,PC,7.3
15472,Predator: Concrete Jungle,XB,7.5
15473,World Series of Poker,PS2,8.2
15474,Dungeon Lords,PC,5.1
15475,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,8
15476,Without Warning,PS2,5.8
15477,Without Warning,XB,2
15478,Top Gear RPM Tuning,XB,7.5
15479,Splat Renegade Paintball,PC,7.7
15480,Smart Bomb,PSP,5.4
15481,Shadow the Hedgehog,PS2,5.5
15482,Zoo Tycoon DS,DS,6.6
15483,TMNT: Mutant Melee,GC,5.2
15484,Splat Renegade Paintball,XB,tbd
15485,Big Mutha Truckers 2,PC,2.7
15486,Pac-Man World 3,DS,4.8
15487,Cops 2170: The Power of Law,PC,7.6
15488,Combat: Task Force 121,XB,8.8
15489,Zathura,PS2,2
15490,Will of Steel,PC,6.5
15491,TMNT: Mutant Melee,XB,4.8
15492,Rengoku: The Tower of Purgatory,PSP,5.9
15493,DRIV3R,PC,3.4
15494,Psychotoxic,PC,5.4
15495,Charlie and the Chocolate Factory,GC,3.2
15496,Charlie and the Chocolate Factory,XB,0.4
15497,Motocross Mania 3,XB,3.6
15498,Burnout Legends,DS,6.1
15499,Charlie and the Chocolate Factory,PS2,4.1
15500,Chicago Enforcer,XB,2.8
15501,Dragon Booster,DS,7
15502,Land of the Dead: Road to Fiddler's Green,XB,5.8
15503,Crime Life: Gang Wars,XB,4.4
15504,Charlie and the Chocolate Factory,PC,2.6
15505,The Terminator: Dawn of Fate,XB,5.2
15506,NBA Starting Five,PS2,7.3
15507,Pac-Man All-Stars,PC,tbd
15508,Tetris Worlds,XB,5.6
15509,Top Angler,PS2,tbd
15510,18 Wheeler: American Pro Trucker,GC,6.8
15511,"Monsters, Inc.",PS2,7.5
15512,Delta Force: Task Force Dagger,PC,7.5
15513,Legion: The Legend of Excalibur,PS2,6.5
15514,The Lord of the Rings: The Fellowship of the Ring,GBA,6
15515,The Revenge of Shinobi,GBA,tbd
15516,Destroyer Command,PC,7.4
15517,He-Man: Power of Grayskull,GBA,tbd
15518,Men in Black II: Alien Escape,PS2,7.3
15519,Minority Report: Everybody Runs,PS2,5.3
15520,Disney's Magical Mirror Starring Mickey Mouse,GC,7.8
15521,Alfred Hitchcock presents The Final Cut,PC,6.8
15522,Dino Stalker,PS2,5.8
15523,Legends of Wrestling,GC,6.8
15524,Monopoly Party!,XB,7
15525,Whiteout,PS2,tbd
15526,WTA Tour Tennis,PS2,tbd
15527,Rayman Arena,XB,tbd
15528,xXx,GBA,5
15529,Disney's PK: Out of the Shadows,PS2,6.3
15530,ATV: Quad Power Racing,GBA,tbd
15531,NBA Jam 2002,GBA,tbd
15532,Salt Lake 2002,PS2,4.2
15533,The Scorpion King: Rise of the Akkadian,GC,tbd
15534,Operation Blockade,PC,6.4
15535,Toxic Grind,XB,tbd
15536,Blade II,PS2,6.1
15537,ShadowFlare,PC,6.6
15538,Platoon: The 1st Airborne Cavalry Division in Vietnam,PC,6.4
15539,James Cameron's Dark Angel,PS2,6.5
15540,Spyro: Enter the Dragonfly,GC,5.5
15541,SeaBlade,XB,tbd
15542,Smashing Drive,GC,5.2
15543,Pac-Man Fever,PS2,6.3
15544,Monster Jam: Maximum Destruction,PS2,6
15545,Loons - The Fight for Fame,XB,2.3
15546,The Scorpion King: Rise of the Akkadian,PS2,7.2
15547,Ice Age,GBA,tbd
15548,Conflict Zone,PS2,7.4
15549,Tetris Worlds,GC,5.6
15550,James Cameron's Dark Angel,XB,8.3
15551,Nightcaster II: Equinox,XB,5.6
15552,Kakuto Chojin,XB,6.6
15553,Disney's PK: Out of the Shadows,GC,6.5
15554,Gladiators of Rome,PC,4.9
15555,Earthworm Jim 2,GBA,5.6
15556,Superman: The Man of Steel,XB,5.6
15557,Tetris Worlds,PS2,6.2
15558,Mike Tyson Boxing,GBA,tbd
15559,Evolution Skateboarding,PS2,6.8
15560,Salt Lake 2002,PC,tbd
15561,Metal Dungeon,XB,6
15562,Farscape: The Game,PC,tbd
15563,Dino Island,PC,8
15564,Jazz and Faust,PC,tbd
15565,Smashing Drive,XB,tbd
15566,Mall Tycoon,PC,5.5
15567,SuperPower,PC,3.9
15568,"Monsters, Inc. Scream Arena",GC,4.7
15569,G.I. Combat,PC,3.6
15570,The Simpsons Skateboarding,PS2,4.3
15571,Evolution Snowboarding,PS2,tbd
15572,Star Wars Episode II: Attack of the Clones,GBA,4.3
15573,The Ripping Friends,GBA,tbd
15574,Shifters,PS2,5.9
15575,Gauntlet: Dark Legacy,GBA,6.8
15576,Defender,GBA,tbd
15577,Mike Tyson Heavyweight Boxing,XB,tbd
15578,Combat Medic: Special Operations,PC,3.5
15579,Disney Sports Skateboarding,GC,4.7
15580,Jeremy McGrath Supercross World,GC,5.6
15581,Tsunami 2265,PC,4.8
15582,David Beckham Soccer,GBA,4.2
15583,Shrek: Super Party,XB,8
15584,Mike Tyson Heavyweight Boxing,PS2,3.5
15585,Demonworld: Dark Armies,PC,tbd
15586,Bruce Lee: Quest of the Dragon,XB,2.4
15587,Sneakers,XB,3.7
15588,GoDai: Elemental Force,PS2,3.8
15589,Gravity Games Bike: Street Vert Dirt,PS2,4
15590,Legends of Wrestling II,GBA,3.7
15591,Valkyria Revolution,PS4,5.9
15592,Knee Deep,PS4,tbd
15593,Smashbox Arena,PS4,4.6
15594,Oure,PS4,7.1
15595,Doodle God: Ultimate Edition,XOne,tbd
15596,Flip Wars,NS,5.2
15597,Friday the 13th: The Game,XOne,5.3
15598,Monopoly for Nintendo Switch,NS,6.5
15599,Has-Been Heroes,NS,7.2
15600,Hidden Dragon Legend,PS4,5.2
15601,Uncanny Valley,PS4,5.1
15602,Unbox: Newbie's Adventure,NS,6.2
15603,Realpolitiks,PC,6
15604,Caveman Warriors,NS,5.6
15605,New Frontier Days: Founding Pioneers,NS,4.6
15606,Syberia 3,PC,6
15607,ACORN Tactics,NS,tbd
15608,Divide,PS4,tbd
15609,AereA,XOne,tbd
15610,Double Dragon IV,PC,6.5
15611,Toby: The Secret Mine,PS4,tbd
15612,Trulon: The Shadow Engine,XOne,tbd
15613,Mighty Morphin Power Rangers: Mega Battle,PS4,5.2
15614,De-formers,XOne,tbd
15615,Double Dragon IV,PS4,6.6
15616,Moto Racer 4,PS4,5.4
15617,Bush Hockey League,PC,4.3
15618,Syberia 3,PS4,6.2
15619,Vaccine,XOne,tbd
15620,League of War: VR Arena,PS4,5
15621,Raid: World War II,XOne,6.1
15622,Inmates,PC,7.5
15623,Raid: World War II,PS4,3.8
15624,AereA,PS4,1.8
15625,Verdun,XOne,6
15626,Bubsy: The Woolies Strike Back,PS4,5.9
15627,Reservoir Dogs: Bloody Days,PC,5.7
15628,Maize,PS4,tbd
15629,Bubsy: The Woolies Strike Back,PC,4.5
15630,Husk,PC,3.8
15631,Vaccine,NS,5.6
15632,Dead Alliance,XOne,tbd
15633,Touhou Kobuto V: Burst Battle,PS4,2.4
15634,Hello Neighbor,XOne,4.5
15635,Rugby 18,PS4,4.7
15636,Inner Chains,PC,5
15637,Drive Girls,PSV,5.5
15638,Troll and I,PS4,4.4
15639,The Deer God,NS,4.4
15640,Dying: Reborn,PS4,5.2
15641,Hello Neighbor,PC,4.5
15642,Touhou Kobuto V: Burst Battle,NS,4.6
15643,Randall,PS4,2.1
15644,Tokyo Tattoo Girls,PSV,5.4
