,Name,Platform,User_Scoree
656,Nioh: Bloodshed's End,PS4,6.6
657,Assassin's Creed Origins,XOne,7.5
658,Final Fantasy IX,PS4,9.1
659,The Binding of Isaac: Afterbirth +,NS,8.1
660,Ys VIII: Lacrimosa of DANA,PS4,8.1
661,Galactic Civilizations III: Crusade,PC,6.7
662,SteamWorld Dig 2,PC,8.4
663,Planet Coaster,PC,7.7
664,FIFA 17,XOne,5.2
665,BioShock: The Collection,XOne,8.6
666,BlazBlue: Central Fiction,PS4,7.8
667,Salt and Sanctuary,PS4,8.1
668,Steins Gate 0,PSV,8.7
669,Gears of War 4,XOne,6.9
670,Fallout 4,PS4,6.6
671,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PC,8.7
672,Uncharted: The Nathan Drake Collection,PS4,8.6
673,Tales from the Borderlands: A Telltale Game Series,PS4,8.1
674,Final Fantasy XIV: Heavensward,PC,8.2
675,Shovel Knight,XOne,7.7
676,DmC: Devil May Cry Definitive Edition,XOne,7.5
677,Monster Hunter 4 Ultimate,3DS,8.6
678,NBA 2K16,XOne,6.1
679,Max Payne 3,PC,7.7
680,Battlefield 3: Armored Kill,PC,7.1
681,The Walking Dead: Episode 3 - Long Road Ahead,PS3,7.9
682,MLB 12: The Show,PS3,7.5
683,Velocity,PSP,7.6
684,Spelunky,X360,7.3
685,Total War: Shogun 2 - Fall of the Samurai,PC,8.5
686,Yakuza 0,PS4,8.8
687,MLB The Show 17,PS4,6.9
688,Destiny 2,PS4,4.9
689,Wipeout: Omega Collection,PS4,8.5
690,Mutant Mudds Collection,NS,7.8
691,NeuroVoider,NS,8
692,Starcraft Remastered,PC,7.8
693,NBA 2K18,XOne,1.5
694,Shadow Tactics: Blades of the Shogun,PS4,8.1
695,Her Story,PC,6
696,Homeworld Remastered Collection,PC,8.2
697,Rise of the Tomb Raider,XOne,8
698,SteamWorld Heist,3DS,8.4
699,Final Fantasy XIV: Heavensward,PS4,8.1
700,Destiny: The Taken King,PS4,6.2
701,Heroes of the Storm,PC,6.5
702,Code:Realize - Guardian of Rebirth,PSV,7.9
703,OlliOlli2: Welcome to Olliwood,PS4,6.5
704,Football Manager 2013,PC,6.8
705,UFC Undisputed 3,PS3,7.3
706,Black Mesa,PC,8.9
707,FIFA Soccer 13,PC,6.6
708,Tribes: Ascend,PC,7.8
709,Rayman Origins,PC,8.4
710,Crashmo,3DS,8.3
711,Tales From Space: Mutant Blobs Attack,PSV,8.3
712,Planescape: Torment - Enhanced Edition,PC,6.8
713,Pyre,PS4,7.9
714,DiRT 4,PS4,7.5
715,Mario + Rabbids: Kingdom Battle,NS,8.5
716,Project CARS 2,XOne,5.6
717,Statik,PS4,7.8
718,Kingdom Hearts HD I.5 + II.5 Remix,PS4,9
719,Pokemon Ultra Sun,3DS,9
720,South Park: The Fractured But Whole,XOne,7.6
721,Shovel Knight: Specter of Torment,NS,7.8
722,Rakuen,PC,8.2
723,Mortal Kombat X,XOne,7.4
724,Gunman Clive HD Collection,WiiU,8.1
725,Xenoblade Chronicles 3D,3DS,8.9
726,DiRT Rally,PC,8.7
727,Rocket League,PC,8.3
728,The Legend of Heroes: Trails of Cold Steel,PS3,8.8
729,Cities: Skylines,PC,8.9
730,OlliOlli2: Welcome to Olliwood,PSV,7
731,Tales from the Borderlands: A Telltale Game Series,PC,8.5
732,Max Payne 3,X360,7.8
733,ZEN Pinball 2,PS3,7.9
734,Dance Central 3,X360,8.1
735,Persona 4 Arena,PS3,6.5
736,Mass Effect 3: Special Edition,WiiU,7.6
737,Trials Evolution: Origin of Pain,X360,8.4
738,Assassin's Creed III,WiiU,7.2
739,Hotline Miami,PC,8.6
740,Out of the Park Baseball 13,PC,8
741,Forza Horizon,X360,8.5
742,Assassin's Creed III,PS3,6.9
743,Super Mario Galaxy 2,Wii,9.1
744,Batman: Arkham Knight,XOne,6.8
745,Life is Strange,PS4,8.6
746,Rocket League,PS4,8.6
747,The Binding of Isaac: Afterbirth,PC,8.2
748,Chaos Reborn,PC,8.2
749,Resogun: Defenders,PS4,7.1
750,Zenzizenzic,PC,6.1
751,Mega Man Legacy Collection,PC,7.5
752,Pro Evolution Soccer 2016,XOne,6.2
753,System Shock: Enhanced Edition,PC,8.5
754,Dark Souls: Prepare to Die Edition,PC,7.6
755,NBA 2K13,WiiU,7.1
756,Sine Mora,PSV,7.2
757,The Walking Dead: Episode 3 - Long Road Ahead,PC,8.4
758,Darksiders II,WiiU,8.2
759,UFC Undisputed 3,X360,7.6
760,Mortal Kombat,PSV,7.9
761,Batman: Arkham City - Armored Edition,WiiU,8.4
762,The Walking Dead: Episode 2 - Starved for Help,PC,8.6
763,Pinball FX 2,PC,7.8
764,PlanetSide 2,PC,7
765,Street Fighter X Tekken,PS3,5.4
766,Mass Effect 2,X360,8.9
767,Red Dead Redemption,PS3,8.9
768,Red Dead Redemption,X360,9
769,Mass Effect 2,PC,8.8
770,Pac-Man Championship Edition DX,X360,7.8
771,Starcraft II: Wings of Liberty,PC,8.2
772,Rock Band 3,X360,8.3
773,God of War III,PS3,8.8
774,Super Street Fighter IV,PS3,7.8
775,Super Street Fighter IV,X360,7.6
776,Pac-Man Championship Edition DX,PS3,7.7
777,Rock Band 3,Wii,6.8
778,Rock Band 3,PS3,8
779,Super Meat Boy,PS4,6.9
780,Rare Replay,XOne,8
781,Freedom Planet,WiiU,8.5
782,Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,4.3
783,Halo 5: Guardians,XOne,6.5
784,80 Days 2015,PC,6.9
785,Hearthstone: The Grand Tournament,PC,4.1
786,Grim Fandango Remastered,PSV,7.2
787,Sound Shapes,PSV,7.8
788,Assassin's Creed III,X360,6.8
789,Trine 2: Director's Cut,WiiU,8
790,The Walking Dead: Episode 2 - Starved for Help,X360,8.6
791,Need for Speed: Most Wanted - A Criterion Game,PS3,5.9
792,F1 2012,X360,6.9
793,Need for Speed: Most Wanted - A Criterion Game,X360,5.5
794,The Walking Dead: Episode 1 - A New Day,PS3,8.2
795,FTL: Faster Than Light,PC,8.4
796,The Walking Dead: Episode 2 - Starved for Help,PS3,8.4
797,Darksiders II,PS3,7.2
798,New Super Mario Bros. U,WiiU,8.1
799,MLB 10: The Show,PS3,8.2
800,Halo: Reach,X360,8.1
801,World of Warcraft: Cataclysm,PC,5.6
802,Bayonetta,X360,8.1
803,LIMBO,X360,8.4
804,Assassin's Creed: Brotherhood,PS3,8.2
805,Super Meat Boy,X360,8
806,Sid Meier's Civilization V,PC,8
807,Shin Megami Tensei: Persona 3 Portable,PSP,7.8
808,Plants vs. Zombies,X360,8.2
809,Assassin's Creed: Brotherhood,X360,8.3
810,Axiom Verge,PS4,7.9
811,Xenoblade Chronicles X,WiiU,9
812,SOMA,PC,8.4
813,Grim Fandango Remastered,PC,8
814,Fallout 4,PC,5.5
815,Madden NFL 16,XOne,6
816,FIFA 16,XOne,4.4
817,Final Fantasy X / X-2 HD Remaster,PS4,8.6
818,DmC: Devil May Cry Definitive Edition,PS4,7.4
819,Life is Strange,PC,8.7
820,Steins Gate,PSV,8.8
821,Zero Escape: Virtue's Last Reward,PSV,8.8
822,NHL 13,PS3,6.8
823,Sound Shapes,PS3,7.5
824,Need for Speed: Hot Pursuit,PS3,7.4
825,Cave Story,Wii,8.8
826,FIFA Soccer 11,PS3,8
827,Metal Gear Solid: Peace Walker,PSP,8.8
828,NBA 2K11,X360,8.1
829,NBA 2K11,PS3,7.6
830,DJ Hero 2,Wii,7.5
831,NHL 11,PS3,7.2
832,Resident Evil HD Remaster,PS4,8.2
833,BioShock 2,X360,8.2
834,Battlefield: Bad Company 2,PS3,8.6
835,Battlefield: Bad Company 2,X360,8.6
836,Pinball FX 2,X360,8.2
837,NHL 11,X360,7.7
838,Call of Duty: Black Ops,PS3,6.5
839,BioShock 2,PS3,8.2
840,BioShock 2,PC,8
841,Battlefield: Bad Company 2 Vietnam,PS3,7.5
842,FIFA Soccer 11,X360,7.5
843,Art of Balance,Wii,8.2
844,Battlefield: Bad Company 2 Vietnam,X360,7.7
845,Need for Speed: Hot Pursuit,X360,7.1
846,Super Meat Boy,PC,8.3
847,Monkey Island 2 Special Edition: LeChuck's Revenge,PS3,8
848,Red Dead Redemption: Undead Nightmare Pack,PS3,8
849,Dragon Quest IX: Sentinels of the Starry Skies,DS,8.5
850,Battlefield: Bad Company 2,PC,8.3
851,Heavy Rain,PS3,7.7
852,Monkey Island 2 Special Edition: LeChuck's Revenge,PC,8.9
853,Mass Effect 2: Lair of the Shadow Broker,X360,8.5
854,Pokemon SoulSilver Version,DS,8.7
855,Red Dead Redemption: Undead Nightmare Pack,X360,8.3
856,Donkey Kong Country Returns,Wii,8.7
857,Call of Duty: Black Ops,X360,6.4
858,BlazBlue: Continuum Shift,PS3,8.1
859,Pokemon HeartGold Version,DS,8.5
860,Sin & Punishment: Star Successor,Wii,8.5
861,Bayonetta,PS3,7.7
862,Kirby's Epic Yarn,Wii,8.5
863,DJ Hero 2,PS3,7.8
864,Borderlands: The Secret Armory of General Knoxx,PC,7.2
865,Need for Speed: Hot Pursuit,PC,6.8
866,Fluidity,Wii,8.5
867,Pinball FX 2: Marvel Pinball,X360,8.3
868,God of War: Ghost of Sparta,PSP,8.5
869,Mass Effect 2: Lair of the Shadow Broker,PC,8.5
870,NCAA Football 11,X360,7.1
871,Professor Layton and the Unwound Future,DS,8.9
872,Joe Danger,PS3,7.7
873,DJ Hero 2,X360,8
874,Battlefield: Bad Company 2 Vietnam,PC,8
875,Assassin's Creed II,PC,7.1
876,Shantae: Risky's Revenge,DS,8.4
877,Tom Clancy's Splinter Cell: Conviction,X360,7.7
878,Uncharted 2: Among Thieves,PS3,8.9
879,UFC Undisputed 2010,PS3,7.1
880,The Sly Collection,PS3,8.8
881,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,8.7
882,Castle Crashers,PS3,8.4
883,Lara Croft and the Guardian of Light,X360,8.4
884,BlazBlue: Continuum Shift,X360,8.7
885,Amnesia: The Dark Descent,PC,8.6
886,Football Manager 2011,PC,8.2
887,Monkey Island 2 Special Edition: LeChuck's Revenge,X360,8.4
888,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,8.7
889,NCAA Football 11,PS3,7.5
890,Call of Duty: Modern Warfare 2,PS3,6.4
891,Street Fighter IV,PS3,7.3
892,Call of Duty: Modern Warfare 2,X360,6.4
893,Grand Theft Auto: Chinatown Wars,DS,8.2
894,Street Fighter IV,X360,7.3
895,Minecraft,PC,7.5
896,Braid,PS3,7.8
897,Flipnote Studio,DS,8.4
898,Forza Motorsport 3,X360,8.1
899,Batman: Arkham Asylum,X360,8.7
900,Castlevania: Lords of Shadow,PS3,8
901,Borderlands: The Secret Armory of General Knoxx,X360,7.9
902,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,PS3,7.8
903,Borderlands: The Secret Armory of General Knoxx,PS3,7.1
904,Fallout: New Vegas,PC,8.6
905,Tiger Woods PGA Tour 11,Wii,8.3
906,F1 2010,PS3,8
907,UFC Undisputed 2010,X360,6.7
908,Monster Hunter Tri,Wii,8.5
909,No More Heroes 2: Desperate Struggle,Wii,8.7
910,Just Cause 2,PC,7.7
911,Metroid Prime Trilogy,Wii,9.1
912,FIFA Soccer 10,PS3,7.5
913,Assassin's Creed II,PS3,8.6
914,Peggle,PS3,7.3
915,Batman: Arkham Asylum,PC,8.7
916,God of War Collection,PS3,8.7
917,Street Fighter IV,PC,7.9
918,Killzone 2,PS3,8.1
919,Batman: Arkham Asylum,PS3,8.8
920,Dragon Age: Origins,PC,8.7
921,Assassin's Creed II,X360,8.8
922,Mario & Luigi: Bowser's Inside Story,DS,8.7
923,Grand Theft Auto IV: The Lost and Damned,X360,8
924,FIFA Soccer 10,X360,7.5
925,Braid,PC,8.6
926,MLB 09: The Show,PS3,8.1
927,Grand Theft Auto: Chinatown Wars,PSP,7.4
928,Empire: Total War,PC,7
929,Wipeout HD Fury,PS3,8.3
930,Demon's Souls,PS3,8.9
931,The Beatles: Rock Band,Wii,8.8
932,Left 4 Dead 2,X360,8.6
933,Left 4 Dead 2,PC,8.4
934,Grand Theft Auto IV: The Ballad of Gay Tony,X360,8.5
935,Guitar Hero 5,Wii,7
936,The Beatles: Rock Band,X360,8.6
937,DiRT 2,PC,8.2
938,Peggle,X360,8.2
939,The Beatles: Rock Band,PS3,8.7
940,Shadow Complex,X360,8.7
941,NHL 10,X360,8.4
942,NHL 10,PS3,7.9
943,Tiger Woods PGA Tour 10,Wii,8.8
944,The Secret of Monkey Island: Special Edition,X360,8.8
945,Fight Night Round 4,PS3,7.6
946,EVE Online: Special Edition,PC,7.7
947,Plants vs. Zombies,PC,8.9
948,Football Manager 2010,PC,8.9
949,BlazBlue: Calamity Trigger,PS3,8.5
950,Burnout Paradise: The Ultimate Box,PC,7.6
951,Critter Crunch,PS3,7.5
952,New Super Mario Bros. Wii,Wii,8.4
953,DJ Hero,Wii,7.4
954,Fight Night Round 4,X360,8.1
955,The Legend of Zelda: Spirit Tracks,DS,7.9
956,DiRT 2,PS3,8.2
957,Dragon Age: Origins,PS3,8
958,Little King's Story,Wii,8.6
959,DiRT 2,X360,8.2
960,flower,PS3,8.6
961,LittleBigPlanet,PSP,7.8
962,PixelJunk Shooter,PS3,8.3
963,Ratchet & Clank Future: A Crack in Time,PS3,8.9
964,PixelJunk Monsters Deluxe,PSP,8
965,LostWinds: Winter of the Melodias,Wii,3.1
966,Boom Blox Bash Party,Wii,7.8
967,Might & Magic: Clash of Heroes,DS,8
968,BlazBlue: Calamity Trigger,X360,8.5
969,Resident Evil 5,PC,7.2
970,Guitar Hero: Metallica,PS3,8.1
971,Dragon Age: Origins,X360,7.9
972,The Sims 3,PC,7.6
973,Trials HD,X360,8.6
974,Punch-Out!!,Wii,8.6
975,Call of Duty: Modern Warfare 2,PC,4.3
976,The Secret of Monkey Island: Special Edition,PC,8.9
977,DJ Hero,PS3,7.7
978,Shatter,PS3,7.6
979,Guitar Hero 5,PS3,5.8
980,"Warhammer 40,000: Dawn of War II",PC,8.1
981,Red Faction: Guerrilla,PS3,8
982,Madden NFL 10,X360,6.1
983,LocoRoco 2,PSP,8.5
984,Madden NFL 10,PS3,6.8
985,Machinarium,PC,8.7
986,Guitar Hero 5,X360,6.9
987,Guitar Hero: Metallica,Wii,8.7
988,Red Faction: Guerrilla,X360,8
989,Marvel vs. Capcom 2,PS3,7.6
990,Tetris,PSP,8.7
991,inFamous,PS3,8.3
992,Peggle: Dual Shot,DS,8.2
993,Blast Off,PSP,7.4
994,Splosion Man,X360,7.8
995,Pro Evolution Soccer 2009,Wii,8.9
996,Resident Evil 5,PS3,7.5
997,Shin Megami Tensei: Devil Survivor,DS,4.6
998,Guitar Hero: Metallica,X360,8.2
999,"Time Gentlemen, Please!",PC,7.5
1000,Tony Hawk's Pro Skater 3,PS2,7.5
1001,Grand Theft Auto III,PS2,8.5
1002,Halo: Combat Evolved,XB,8.6
1003,Metal Gear Solid 2: Sons of Liberty,PS2,8.8
1004,Gran Turismo 3: A-Spec,PS2,8.4
1005,Tony Hawk's Pro Skater 2,GBA,7.1
1006,Devil May Cry,PS2,8.6
1007,Madden NFL 2002,PS2,7.4
1008,Mario Kart Super Circuit,GBA,8.2
1009,Paper Mario,N64,9.1
1010,NBA 2K2,DC,7.3
1011,SSX Tricky,PS2,8.9
1012,NHL 2002,PS2,8.5
1013,Advance Wars,GBA,9
1014,Super Smash Bros. Melee,GC,9.1
1015,Final Fantasy X,PS2,8.9
1016,Conker's Bad Fur Day,N64,9.1
1017,Klonoa 2: Lunatea's Veil,PS2,9
1018,IL-2 Sturmovik,PC,8.7
1019,Twisted Metal: Black,PS2,8.6
1020,Tony Hawk's Pro Skater 3,GC,8.8
1021,Golden Sun,GBA,9
1022,Castlevania: Circle of the Moon,GBA,8.5
1023,ICO,PS2,8.8
1024,Tennis 2K2,DC,8.2
1025,Black & White,PC,7.7
1026,Dance Dance Revolution,PS,8.8
1027,Jak and Daxter: The Precursor Legacy,PS2,8.8
1028,Star Wars Rogue Leader: Rogue Squadron II,GC,8.5
1029,NCAA Football 2002,PS2,8.5
1030,Unreal Tournament,DC,8.8
1031,Sid Meier's Civilization III,PC,8.4
1032,NFL 2K2,DC,7.9
1033,Madden NFL 2002,XB,8.4
1034,Flight Simulator 2002,PC,8.1
1035,Rayman 2 Revolution,PS2,8.4
1036,Pikmin,GC,8.7
1037,Madden NFL 2002,GC,7.5
1038,Final Fantasy Chronicles,PS,9.4
1039,Phantasy Star Online,DC,8.4
1040,NHL 2002,XB,8.8
1041,Ace Combat 04: Shattered Skies,PS2,8.9
1042,Max Payne,PC,9.1
1043,Max Payne,XB,8.2
1044,Sonic Adventure 2,DC,8.5
1045,NASCAR Racing 4,PC,7.5
1046,Silent Hill 2,PS2,9
1047,NBA Street,PS2,8.4
1048,Shenmue II,DC,9.1
1049,Tribes 2,PC,8.3
1050,Red Faction,PS2,8.1
1051,Wario Land 4,GBA,8.6
1052,Return to Castle Wolfenstein,PC,8.7
1053,Madden NFL 2002,PS,8
1054,Dark Age of Camelot,PC,7.9
1055,Baldur's Gate II: Throne of Bhaal,PC,8.8
1056,SSX Tricky,XB,8.7
1057,Baldur's Gate: Dark Alliance,PS2,8.3
1058,Europa Universalis II,PC,8.8
1059,Tony Hawk's Pro Skater 3,PS,8.1
1060,Metropolis Street Racer,DC,8.8
1061,Diablo II: Lord of Destruction,PC,9
1062,Dead or Alive 3,XB,8.5
1063,NHL 2002,PC,7.9
1064,Bangai-O,DC,8.1
1065,Kohan: Immortal Sovereigns,PC,8.8
1066,Shogun: Total War Warlord Edition,PC,8.8
1067,Serious Sam: The First Encounter,PC,8.4
1068,Super Monkey Ball,GC,8.1
1069,SSX Tricky,GC,8.5
1070,Half-Life,PS2,8.5
1071,Commandos 2: Men of Courage,PC,8.8
1072,Startopia,PC,8.7
1073,Onimusha: Warlords,PS2,8.3
1074,Daytona USA,DC,8.6
1075,Command & Conquer: Red Alert 2 - Yuri's Revenge,PC,8.9
1076,Europa Universalis,PC,7.7
1077,F-Zero: Maximum Velocity,GBA,8.2
1078,Clive Barker's Undying,PC,8.8
1079,Wizardry 8,PC,8.3
1080,Aliens Versus Predator 2,PC,8.7
1081,Operation Flashpoint: Cold War Crisis,PC,8.8
1082,Rumble Racing,PS2,8.4
1083,Metal Slug X,PS,8.7
1084,Tropico,PC,8.2
1085,Project Gotham Racing,XB,8.2
1086,NFL 2K2,PS2,7.5
1087,Monopoly Tycoon,PC,7.7
1088,NASCAR Thunder 2002,PS2,8.5
1089,The Sims: Hot Date,PC,7.7
1090,Dave Mirra Freestyle BMX 2,GBA,tbd
1091,Quake III Revolution,PS2,7.3
1092,Star Wars: Starfighter,PS2,8
1093,Super Street Fighter II: Turbo Revival,GBA,7.8
1094,Fear Effect 2: Retro Helix,PS,8.6
1095,Silent Hill 2: Restless Dreams,XB,8.5
1096,Tony Hawk's Pro Skater 2,N64,8.8
1097,Splashdown,PS2,8.2
1098,Spider-Man: Mysterio's Menace,GBA,7.8
1099,Super Mario Advance,GBA,7.3
1100,The Legend of Zelda: Twilight Princess,GC,8.9
1101,The Legend of Zelda: Twilight Princess,Wii,9
1102,Gears of War,X360,8.3
1103,The Elder Scrolls IV: Oblivion,X360,8.7
1104,The Elder Scrolls IV: Oblivion,PC,8.1
1105,Metal Gear Solid 3: Subsistence,PS2,8.9
1106,Company of Heroes,PC,8.8
1107,Okami,PS2,9.1
1108,Final Fantasy XII,PS2,7.9
1109,Guitar Hero II,PS2,8.5
1110,Tom Clancy's Ghost Recon Advanced Warfighter,X360,7.9
1111,GTR 2,PC,8.7
1112,World Soccer Winning Eleven 9,PC,8.3
1113,World Soccer Winning Eleven 9,XB,7.9
1114,Burnout Revenge,X360,8.2
1115,Tom Clancy's Splinter Cell Double Agent,XB,8.1
1116,New Super Mario Bros.,DS,8.5
1117,Tom Clancy's Rainbow Six Vegas,X360,8.3
1118,NCAA Football 07,XB,6.9
1119,Medieval II: Total War,PC,8.9
1120,Tekken: Dark Resurrection,PSP,8.5
1121,Armadillo Run,PC,7.7
1122,Midnight Club 3: DUB Edition Remix,XB,5.5
1123,Half-Life 2: Episode One,PC,8.6
1124,Devil May Cry 3: Special Edition,PS2,8.9
1125,Syphon Filter: Dark Mirror,PSP,8.9
1126,Elite Beat Agents,DS,8.5
1127,Bully,PS2,9
1128,Metal Gear Solid: Portable Ops,PSP,8.2
1129,NCAA Football 07,PS2,8.7
1130,"Warhammer 40,000: Dawn of War - Dark Crusade",PC,8.9
1131,Kingdom Hearts II,PS2,9.1
1132,Resistance: Fall of Man,PS3,8.1
1133,LEGO Star Wars II: The Original Trilogy,PC,8.2
1134,Galactic Civilizations II: Dread Lords,PC,7.7
1135,Fight Night Round 3,X360,8.8
1136,Grand Theft Auto: Vice City Stories,PSP,8.1
1137,The Elder Scrolls IV - Knights of the Nine,X360,7.5
1138,Castlevania: Portrait of Ruin,DS,8.3
1139,Metroid Prime: Hunters,DS,8.1
1140,Midnight Club 3: DUB Edition Remix,PS2,8.8
1141,Daxter,PSP,8.6
1142,Tom Clancy's Rainbow Six: Vegas,PC,7.6
1143,Tom Clancy's Splinter Cell Double Agent,X360,8.1
1144,Dead Rising,X360,7.6
1145,Lego Star Wars II: The Original Trilogy,XB,8.5
1146,F.E.A.R.,X360,7.4
1147,FIFA 07 Soccer,XB,8.7
1148,Viva Pinata,X360,7.9
1149,GT Legends,PC,8.1
1150,Space Rangers 2: Rise of the Dominators,PC,8.9
1151,Tetris DS,DS,8.2
1152,NBA 2K7,X360,7.8
1153,TOCA Race Driver 3,XB,8
1154,Guild Wars Factions,PC,8.4
1155,LEGO Star Wars II: The Original Trilogy,PS2,8.8
1156,Fight Night Round 3,PS2,8.2
1157,Rise of Nations: Rise of Legends,PC,8.5
1158,TOCA Race Driver 3,PC,7.6
1159,Madden NFL 07,PS2,8.2
1160,DEFCON: Everybody Dies,PC,8.3
1161,Lego Star Wars II: The Original Trilogy,GC,8.6
1162,The Lord of the Rings: The Battle for Middle-Earth II,PC,7.6
1163,Tom Clancy's Splinter Cell Double Agent,PS2,8.6
1164,Guild Wars Nightfall,PC,8.5
1165,Super Mario Galaxy,Wii,9
1166,Disgaea 2: Cursed Memories,PS2,6.6
1167,Valkyrie Profile 2: Silmeria,PS2,8.9
1168,Sid Meier's Civilization IV: Warlords,PC,8.2
1169,Final Fantasy XI: Treasures of Aht Urhgan,PC,6.7
1170,LocoRoco,PSP,8.7
1171,MLB 06: The Show,PSP,8.5
1172,Fight Night Round 3,XB,8.8
1173,LEGO Star Wars II: The Original Trilogy,PSP,8.6
1174,NBA 2K7,XB,8.6
1175,BioShock,X360,8.9
1176,The Orange Box,X360,8.8
1177,The Orange Box,PC,9.2
1178,BioShock,PC,8.5
1179,Call of Duty 4: Modern Warfare,PS3,8.4
1180,Call of Duty 4: Modern Warfare,X360,8.5
1181,Halo 3,X360,7.9
1182,God of War II,PS2,8.9
1183,The Elder Scrolls IV: Oblivion,PS3,8
1184,EverQuest II: Echoes of Faydwer,PC,8.5
1185,Call of Duty 3,XB,7.3
1186,MLB 06: The Show,PS2,8.9
1187,Fight Night Round 3,PS3,7.9
1188,Clubhouse Games,DS,8.3
1189,Madden NFL 07,XB,8.7
1190,Prey 2006,PC,7.9
1191,Dragon Quest Heroes: Rocket Slime,DS,7.7
1192,Nintendogs: Dalmatian & Friends,DS,7.5
1193,Final Fantasy V Advance,GBA,8.4
1194,Call of Duty 4: Modern Warfare,PC,8.5
1195,Guitar Hero II,X360,8.1
1196,Rock Band,X360,8.2
1197,Team Fortress 2,PC,9.1
1198,Rock Band,PS3,8.4
1199,Final Fantasy VI Advance,GBA,9.3
1200,Resident Evil 4: Wii Edition,Wii,9
1201,Crysis,PC,8
1202,World of Warcraft: The Burning Crusade,PC,8
1203,Galactic Civilizations II: Dark Avatar,PC,8.2
1204,Hitman: Blood Money,PS2,8.5
1205,Marvel: Ultimate Alliance,XB,6.1
1206,Harvest Moon: Magical Melody,GC,8.8
1207,Sega Genesis Collection,PSP,7.9
1208,Tomb Raider: Legend,XB,7.2
1209,Super Robot Taisen: Original Generation 2,GBA,8.1
1210,TOCA Race Driver 3,PS2,7.3
1211,FIFA 07 Soccer,PS2,7.7
1212,Mass Effect,X360,8.7
1213,Portal,PC,9.2
1214,The Legend of Zelda: Phantom Hourglass,DS,8
1215,Half-Life 2: Episode Two,PC,9.1
1216,Metroid Prime 3: Corruption,Wii,8.9
1217,Forza Motorsport 2,X360,8.3
1218,Castlevania: Symphony of the Night,X360,8.7
1219,World in Conflict,PC,8.1
1220,Ratchet & Clank Future: Tools of Destruction,PS3,8.8
1221,Tomb Raider: Legend,PC,7.9
1222,Neverwinter Nights 2,PC,6.6
1223,Mega Man Powered Up,PSP,7.6
1224,Madden NFL 07,GC,7.8
1225,Marvel: Ultimate Alliance,X360,7.5
1226,Test Drive Unlimited,X360,8
1227,Marvel: Ultimate Alliance,PC,7.7
1228,Call of Duty 3,PS2,7.4
1229,Virtua Fighter 5 Online,X360,7.6
1230,The Orange Box,PS3,8.3
1231,Uncharted: Drake's Fortune,PS3,8
1232,Ninja Gaiden Sigma,PS3,7.5
1233,Final Fantasy Tactics: The War of the Lions,PSP,8.9
1234,Jeanne d'Arc,PSP,8.3
1235,Zack & Wiki: Quest for Barbaros' Treasure,Wii,8.6
1236,Disgaea: Afternoon of Darkness,PSP,8.2
1237,Company of Heroes: Opposing Fronts,PC,8.6
1238,Gears of War,PC,7.7
1239,Puzzle Quest: Challenge of the Warlords,X360,8.3
1240,Shin Megami Tensei: Persona 3,PS2,6.7
1241,Unreal Tournament III,PS3,7.7
1242,The Elder Scrolls IV: Shivering Isles,X360,8.5
1243,Supreme Commander,PC,8.3
1244,Winning Eleven: Pro Evolution Soccer 2007,PS2,8.8
1245,Sid Meier's Civilization IV: Beyond the Sword,PC,8.5
1246,Planet Puzzle League,DS,7.7
1247,Worldwide Soccer Manager 2008,PC,7.5
1248,The Lord of the Rings Online: Shadows of Angmar,PC,8.1
1249,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,7.9
1250,Skate,X360,8.4
1251,IL-2 Sturmovik: 1946,PC,8.8
1252,Guitar Hero III: Legends of Rock,Wii,8.3
1253,Tom Clancy's Rainbow Six Vegas,PS3,7.6
1254,NHL 08,PS3,6.9
1255,The Elder Scrolls IV: Shivering Isles,PC,8.4
1256,Project Gotham Racing 4,X360,8.4
1257,NHL 08,X360,8.2
1258,Guitar Hero III: Legends of Rock,X360,7.9
1259,Pokemon Pearl Version,DS,7.6
1260,Command & Conquer 3: Tiberium Wars,PC,8
1261,Syphon Filter: Logan's Shadow,PSP,8.8
1262,Medieval II: Total War Kingdoms,PC,8.8
1263,Peggle Deluxe,PC,8
1264,Super Stardust HD,PS3,8.4
1265,Super Paper Mario,Wii,8
1266,Madden NFL 08,X360,6.5
1267,Pokemon Diamond Version,DS,8
1268,Virtua Fighter 5,PS3,7.3
1269,Skate,PS3,8.1
1270,Ratchet & Clank: Size Matters,PSP,8.2
1271,Bomberman Live,X360,8
1272,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,7.7
1273,MotorStorm,PS3,7.4
1274,Puzzle Quest: Challenge of the Warlords,PC,8
1275,DiRT,PC,7.3
1276,Enemy Territory: Quake Wars,PC,8.3
1277,Warhawk,PS3,8.3
1278,Puzzle Quest: Challenge of the Warlords,PSP,8.1
1279,MLB Power Pros,Wii,8.4
1280,DiRT,X360,7.3
1281,Unreal Tournament III,PC,8
1282,Tomb Raider: Anniversary,PC,8.1
1283,Crush,PSP,8.6
1284,Bleach: The Blade of Fate,DS,7.4
1285,Everyday Shooter,PS3,7.3
