x,y,Name,Genre,Critic_Score,User_Score,Global_Sales,Year
-0.09091801371859227,-0.22711107567554661,WWE All Stars,Fighting,7.7,7.1,0.34,2011.0
-0.8115809410801291,-0.003451225919143606,Driver 2 Advance,Action,6.8,6.6,0.34,2002.0
0.17046465273180306,-0.2637669510012478,Supreme Commander 2,Strategy,8.2,7.1,0.34,2010.0
0.6207780826832873,-0.5475896445075011,Trauma Center: Second Opinion,Simulation,8.2,8.0,0.34,2006.0
0.41391365726288565,-0.49406026447805235,Tom Clancy's Ghost Recon: Shadow Wars,Strategy,7.9,7.9,0.34,2011.0
-0.27760706947976616,0.04426042227389322,WWE Day of Reckoning 2,Fighting,8.3,6.1,0.34,2005.0
0.31608571390246953,-0.40678387504110797,Revenge of the Titans,Strategy,8.0,7.6,0.34,2010.0
0.26605088835230484,-0.37524802020708,Star Ocean: Second Evolution,Role-Playing,8.0,7.5,0.34,2009.0
-1.0363790284198453,-0.1435592840407978,Tenchu Z,Action,5.7,7.3,0.34,2007.0
0.06591158615164502,-0.24910460087096734,Solar 2,Misc,8.0,7.1,0.34,2011.0
0.5296752625426147,-0.3876992157638935,F.E.A.R.,Shooter,8.6,7.4,0.34,2006.0
1.33919930230491,-0.7954541740327918,Disgaea 5 Complete,Role-Playing,9.0,8.6,0.34,2017.0
-2.4597712212236047,0.49739785362311156,Lord of Arcana,Role-Playing,4.7,5.5,0.34,2011.0
-0.7705129464896211,-0.1318057998287234,Dynasty Warriors 6 Empires,Action,6.4,7.1,0.34,2009.0
-1.6524888892012237,0.06543821558532513,Herbie: Fully Loaded,Racing,5.0,6.8,0.34,2005.0
0.3593954162328919,-0.5109337691818,Kameo: Elements of Power,Adventure,7.7,8.0,0.34,2005.0
0.354912000753063,-0.5593431287195756,The Eye of Judgment,Strategy,7.5,8.2,0.34,2007.0
-1.8548698991417973,0.16737695515254952,Dynasty Warriors: Gundam 2,Action,4.9,6.5,0.34,2009.0
-0.043124895908341836,-0.2828516102784626,Hard Reset,Shooter,7.6,7.3,0.34,2012.0
0.30587534457829996,-0.5068105953370764,Dead or Alive 5,Fighting,7.6,8.0,0.33,2012.0
1.1221245075603388,-0.8419515142993115,Beyond Good & Evil,Adventure,8.3,8.9,0.33,2003.0
-0.26692481387265615,-0.4019629898516458,Banjo-Kazooie: Grunty's Revenge,Platform,6.6,7.9,0.33,2003.0
0.5560494723291244,-0.664489869507217,Mega Man ZX Advent,Platform,7.6,8.5,0.33,2007.0
0.8741920875494286,-0.660067560360283,Jeanne d'Arc,Role-Playing,8.4,8.3,0.33,2007.0
