,Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
8838,8839,Titanfall 2,Shooter,M,PC,Electronic Arts,Respawn Entertainment,0.0,0.0,0.2,0.06,0.12,0.0,0.01,2016.0
8839,8840,Cabela's Big Game Hunter (2008),Sports,T,PS2,Activision,Sand Grain Studios,0.0,0.0,0.2,0.1,0.08,0.0,0.03,2007.0
8840,8841,Record of Agarest War,Role-Playing,T,X360,Aksys Games,Compile Heart,7.0,0.0,0.2,0.18,0.0,0.01,0.01,2010.0
8841,8842,Ridge Racer 6,Racing,E,X360,Namco,Namco,7.9,0.0,0.2,0.1,0.02,0.07,0.01,2005.0
8842,8843,The Cheetah Girls: Passport to Stardom,Misc,E,DS,Disney Interactive Studios,Handheld Games,0.0,0.0,0.2,0.18,0.0,0.0,0.01,2008.0
8843,8844,Grandia II,Role-Playing,T,DC,Ubisoft,Game Arts,8.6,0.0,0.2,0.0,0.0,0.2,0.0,2000.0
8845,8846,Namco Museum Vol.4,Misc,E,PS,Namco,Namco,0.0,0.0,0.2,0.02,0.01,0.16,0.01,1997.0
8846,8847,Classic NES Series: Ice Climber,Platform,E,GBA,Nintendo,Nintendo,6.1,0.0,0.2,0.0,0.0,0.2,0.0,2004.0
8847,8848,Neighborhood Games,Misc,E,Wii,THQ,Jet Black Games,0.0,0.0,0.2,0.17,0.02,0.0,0.01,2009.0
8848,8849,Shark Tale,Action,E,XB,Activision,Edge of Reality,0.0,0.0,0.2,0.15,0.04,0.0,0.01,2004.0
8849,8850,UFC Personal Trainer: The Ultimate Fitness System,Sports,E,Wii,THQ,THQ,0.0,0.0,0.2,0.12,0.06,0.0,0.02,2011.0
8850,8851,NFL Street 2,Sports,E,GC,EA Sports BIG,EA Tiburon,8.2,0.0,0.2,0.15,0.04,0.0,0.01,2004.0
8851,8852,Atelier Shallie: Alchemists of the Dusk Sea,Role-Playing,E10,PS3,Tecmo Koei,Gust,0.0,0.0,0.2,0.07,0.03,0.08,0.02,2015.0
8852,8853,God Eater Resurrection,Action,NP,PSV,Namco Bandai Games,Namco Bandai Games,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2016.0
8853,8854,Pro Yakyuu Spirits 2013,Sports,NP,PSP,Konami Digital Entertainment,Konami,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2013.0
8854,8855,My Secret World by Imagine,Misc,E,DS,Ubisoft,Ubisoft,0.0,0.0,0.2,0.0,0.2,0.0,0.0,2008.0
8855,8856,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,E10,PS2,Konami,Konami,0.0,0.0,0.2,0.1,0.08,0.0,0.03,2005.0
8856,8857,Gladius,Strategy,T,PS2,LucasArts,LucasArts,0.0,0.0,0.2,0.1,0.08,0.0,0.03,2003.0
8857,8858,CSI: Unsolved!,Adventure,T,DS,Ubisoft,Other Ocean Interactive,0.0,0.0,0.2,0.13,0.05,0.0,0.02,2010.0
8858,8859,Skylanders: SuperChargers Racing,Action-Adventure,E10,3DS,Activision,Beenox,0.0,0.0,0.2,0.11,0.07,0.0,0.02,2015.0
8859,8860,Untold Legends: Dark Kingdom,Role-Playing,T,PS3,Sony Online Entertainment,Sony Online Entertainment,0.0,0.0,0.2,0.14,0.02,0.02,0.02,2006.0
8860,8861,Dave Mirra Freestyle BMX 2,Sports,T,XB,Acclaim Entertainment,"Z-Axis, Ltd.",0.0,0.0,0.2,0.15,0.04,0.0,0.01,2001.0
8861,8862,Dante's Inferno,Action,M,PSP,Electronic Arts,Visceral Games,6.6,0.0,0.2,0.12,0.04,0.01,0.02,2010.0
8862,8863,Soldier of Fortune: Payback,Shooter,M,X360,Activision,Cauldron Ltd.,0.0,0.0,0.2,0.18,0.0,0.0,0.02,2007.0
8863,8864,Arcana Heart 3,Fighting,NP,PS3,Aksys Games,Examu Inc.,7.0,0.0,0.2,0.04,0.05,0.1,0.02,2014.0
8865,8866,Pro Yakyuu Spirits 2012,Sports,NP,PSP,Konami Digital Entertainment,Konami,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2012.0
8866,8867,SpongeBob SquarePants: Revenge of the Flying Dutchman,Platform,E,GC,THQ,Big Sky Software,0.0,0.0,0.2,0.15,0.04,0.0,0.01,2002.0
8869,8870,Afro Samurai,Action,M,PS3,Namco Bandai,Namco Bandai Games,6.5,0.0,0.2,0.12,0.05,0.0,0.03,2009.0
8870,8871,Taiko no Tatsujin: Go! Go! Godaime,Misc,NP,PS2,Namco,Namco,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2004.0
8871,8872,Taiko Drum Master,Misc,E,PS2,Namco,Namco,8.1,0.0,0.2,0.1,0.08,0.0,0.03,2004.0
8872,8873,Bust-A-Move 2 Arcade Edition,Puzzle,E,PS,Acclaim Entertainment,Taito Corporation,6.9,0.0,0.2,0.11,0.07,0.0,0.01,1996.0
8873,8874,Bleach: The 3rd Phantom,Role-Playing,T,DS,Sega,Sega,0.0,0.0,0.2,0.1,0.02,0.07,0.01,2009.0
8874,8875,Solatorobo: Red the Hunter,Role-Playing,E10,DS,Xseed Games,CyberConnect2,7.6,0.0,0.2,0.08,0.04,0.07,0.01,2011.0
8875,8876,Tetris Worlds (Online Edition),Puzzle,E,XB,THQ,Radical Entertainment,0.0,0.0,0.2,0.15,0.04,0.0,0.01,2003.0
8876,8877,Forgotten Realms: Demon Stone,Action,T,PS2,Atari,Stormfront Studios,0.0,0.0,0.2,0.1,0.08,0.0,0.03,2004.0
8877,8878,Super Baseball Simulator 1.000,Sports,NP,SNES,Culture Brain,Culture Brain,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1991.0
8878,8879,Battleborn,Shooter,NP,PC,2K Games,Gearbox Software,0.0,0.0,0.2,0.12,0.06,0.0,0.02,2016.0
8879,8880,Looney Tunes: Space Race,Racing,E,PS2,Infogrames,Infogrames Melbourne,0.0,0.0,0.2,0.1,0.08,0.0,0.03,2002.0
8880,8881,Just Dance 2: Extra Songs,Misc,NP,Wii,Ubisoft,Ubisoft Paris,0.0,0.0,0.2,0.0,0.17,0.0,0.03,2011.0
8881,8882,Puzzle Challenge: Crosswords and More!,Puzzle,E,PSP,Crave Entertainment,Supersonic Software,6.4,0.0,0.2,0.18,0.0,0.0,0.01,2006.0
8882,8883,Mahjongg Mysteries: Ancient Egypt,Puzzle,E,DS,Destineer,LvivMedia,0.0,0.0,0.2,0.07,0.11,0.0,0.02,2010.0
8883,8884,Backyard Hockey,Sports,E,GBA,Atari,Mistic Software,6.0,0.0,0.2,0.14,0.05,0.0,0.0,2003.0
8884,8885,Rock Band Track Pack Volume 2,Misc,T,X360,MTV Games,Harmonix Music Systems,0.0,0.0,0.2,0.18,0.01,0.0,0.02,2008.0
8885,8886,Yoga: The first 100% Experience,Sports,E,Wii,DreamCatcher Interactive,Trine Games,0.0,0.0,0.2,0.14,0.04,0.0,0.02,2009.0
8886,8887,Playboy: The Mansion,Simulation,M,PS2,ARUSH Entertainment,Cyberlore Studios,0.0,0.0,0.2,0.1,0.08,0.0,0.03,2005.0
8887,8888,X-Men Origins: Wolverine,Action,E10,DS,Activision,Griptonite Games,0.0,0.0,0.2,0.15,0.03,0.0,0.02,2009.0
8888,8889,Jikkyou Powerful Pro Yakyuu 2010,Sports,NP,PSP,Konami,PawaPuro Production,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2010.0
8890,8891,Tom Clancy's Splinter Cell: Essentials,Shooter,M,PSP,Ubisoft,Ubisoft Montreal,5.6,0.0,0.2,0.17,0.01,0.0,0.02,2006.0
8891,8892,Agents of Mayhem,Action,M,PS4,Deep Silver,Volition Inc.,0.0,0.0,0.2,0.08,0.08,0.0,0.03,2017.0
8892,8893,Ore no Shikabane o Koete Yuke,Role-Playing,NP,PSP,Sony Computer Entertainment,TBA,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2011.0
8893,8894,Captain America: Super Soldier,Action,T,PS3,Sega,Next Level Games,6.2,0.0,0.2,0.1,0.07,0.0,0.03,2011.0
8894,8895,Shaman King: Spirit of Shamans,Action,NP,PS,Bandai,Bandai,0.0,0.0,0.2,0.0,0.0,0.18,0.01,2002.0
8895,8896,Tiger Woods PGA Tour 06,Sports,E,PSP,EA Sports,EA Sports,8.0,0.0,0.2,0.18,0.0,0.0,0.01,2005.0
8896,8897,Ratatouille,Platform,E,GBA,THQ,Helixe,6.8,0.0,0.2,0.14,0.05,0.0,0.0,2007.0
8897,8898,The Fairly Odd Parents: Enter the Cleft,Platform,E,GBA,THQ,Altron,0.0,0.0,0.2,0.14,0.05,0.0,0.0,2002.0
8898,8899,Armored Core 4,Simulation,T,PS3,Sega,From Software,6.6,0.0,0.2,0.09,0.0,0.09,0.01,2007.0
8899,8900,Shin Megami Tensei: Strange Journey Redux,Role-Playing,M,3DS,Atlus,Atlus,0.0,0.0,0.2,0.08,0.01,0.1,0.01,2018.0
8900,8901,Baja: Edge of Control,Racing,E,X360,THQ,2XL Games,5.0,0.0,0.2,0.12,0.06,0.0,0.02,2008.0
8901,8902,MC Groovz Dance Craze,Misc,E,GC,Mad Catz,Mad Catz,2.5,0.0,0.2,0.15,0.04,0.0,0.01,2004.0
8902,8903,No More Heroes: Heroes' Paradise,Action,M,PS3,Konami,FeelPlus,7.4,0.0,0.2,0.1,0.04,0.04,0.02,2011.0
8903,8904,The Thing,Adventure,M,XB,VU Games,Computer Artworks,0.0,0.0,0.2,0.15,0.04,0.0,0.01,2002.0
8904,8905,Tom and Jerry in House Trap,Action,E,PS,Mattel Interactive,Warthog,0.0,0.0,0.2,0.11,0.07,0.0,0.01,2000.0
8905,8906,Power Rangers: Time Force,Action,E,GBA,THQ,Vicarious Visions,0.0,0.0,0.2,0.14,0.05,0.0,0.0,2001.0
8907,8908,Chronicles of Mystery: Curse of the Ancient Temple,Adventure,E,DS,City Interactive,City Interactive,0.0,0.0,0.2,0.07,0.1,0.0,0.02,2009.0
8908,8909,MotoGP 14,Racing,E,PS4,Namco Bandai Games,Milestone S.r.l.,0.0,0.0,0.2,0.05,0.11,0.0,0.03,2014.0
8909,8910,Total War: Shogun 2 - Fall of the Samurai,Strategy,T,PC,Sega,The Creative Assembly,0.0,0.0,0.2,0.07,0.1,0.0,0.02,2012.0
8910,8911,Jikkyou Powerful Pro Yakyuu 2011,Sports,NP,PSP,Konami,PawaPuro Production,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2011.0
8911,8912,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,Misc,NP,DS,Shogakukan,Jupiter Corporation,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2006.0
8912,8913,Baldur's Gate: Dark Alliance,Role-Playing,T,XB,Interplay,Snowblind Studios,0.0,0.0,0.2,0.15,0.04,0.0,0.01,2002.0
8913,8914,Prince of Persia: Warrior Within,Adventure,M,GC,Ubisoft,Ubisoft Montreal,8.2,0.0,0.2,0.15,0.04,0.0,0.01,2004.0
8914,8915,Warriors Orochi,Action,T,X360,KOEI,Omega Force,0.0,0.0,0.2,0.17,0.01,0.0,0.02,2007.0
8915,8916,Aikatsu! Cinderella Lesson,Simulation,NP,3DS,Namco Bandai Games,Sunrise Games Ltd.,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2012.0
8916,8917,UFC: Tapout,Fighting,T,XB,Crave Entertainment,DreamFactory,0.0,0.0,0.2,0.14,0.05,0.0,0.01,2002.0
8917,8918,Batman: Return to Arkham,Action,T,XOne,Warner Bros. Interactive Entertainment,Rocksteady Studios,0.0,0.0,0.2,0.12,0.06,0.0,0.02,2016.0
8918,8919,Way of the Samurai 4,Action,NP,PS3,Acquire,Acquire,0.0,0.0,0.2,0.0,0.03,0.16,0.01,2011.0
8919,8920,Predator: Concrete Jungle,Action,M,PS2,VU Games,Eurocom Entertainment Software,0.0,0.0,0.2,0.1,0.07,0.0,0.03,2005.0
8920,8921,Big Mutha Truckers 2,Racing,M,PS2,THQ,Eutechnyx,0.0,0.0,0.2,0.1,0.07,0.0,0.03,2005.0
8921,8922,The Naked Brothers Band: The Video Game,Misc,E,DS,THQ,1st Playable Productions,0.0,0.0,0.2,0.18,0.0,0.0,0.01,2008.0
8923,8924,Injustice: Gods Among Us,Fighting,T,WiiU,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.0,0.0,0.2,0.09,0.09,0.0,0.02,2013.0
8924,8925,X-Men Origins: Wolverine,Action,T,PSP,Activision,Amaze Entertainment,5.4,0.0,0.2,0.13,0.04,0.0,0.03,2009.0
8925,8926,NHL FaceOff 2001,Sports,E,PS2,Sony Computer Entertainment,989 Sports,4.6,0.0,0.2,0.1,0.07,0.0,0.02,2001.0
8926,8927,Mana Khemia 2: Fall of Alchemy,Role-Playing,T,PS2,NIS America,Gust,8.2,0.0,0.2,0.07,0.05,0.05,0.02,2009.0
8927,8928,The Great Escape,Action,T,PS2,Gotham Games,Pivotal Games,0.0,0.0,0.2,0.1,0.07,0.0,0.02,2003.0
8928,8929,Dead or Alive Paradise,Misc,M,PSP,Tecmo,Team Ninja,4.5,0.0,0.2,0.08,0.02,0.07,0.02,2010.0
8929,8930,Dexter's Lab Chess Challenge,Misc,E,GBA,BAM! Entertainment,Virtucraft,0.0,0.0,0.2,0.14,0.05,0.0,0.0,2002.0
8930,8931,Shutter Island,Adventure,T,PC,Merscom LLC,Merscom LLC,0.0,0.0,0.2,0.0,0.17,0.0,0.03,2009.0
8932,8933,Big Mutha Truckers,Racing,T,XB,THQ,Eutechnyx,0.0,0.0,0.19,0.15,0.04,0.0,0.01,2003.0
8933,8934,ESA Foundation Compilation,Misc,E,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.19,0.1,0.07,0.0,0.02,2005.0
8934,8935,Nascar Unleashed,Racing,E,3DS,Activision,Activision,0.0,0.0,0.19,0.18,0.0,0.0,0.02,2011.0
8935,8936,The Hobbit,Role-Playing,E,GBA,Sierra Entertainment,Saffire Corporation,6.5,0.0,0.19,0.14,0.05,0.0,0.0,2003.0
8936,8937,Odin Sphere: Leifthrasir,Role-Playing,NP,PSV,Atlus,Vanillaware,0.0,0.0,0.19,0.05,0.02,0.1,0.02,2016.0
8937,8938,Need for Speed: The Run,Racing,E10,3DS,Electronic Arts,Firebrand Games,0.0,0.0,0.19,0.09,0.09,0.0,0.02,2011.0
8938,8939,The King of Fighters XI,Fighting,T,PS2,SNK Playmore,SNK Playmore Corporation,0.0,0.0,0.19,0.07,0.06,0.04,0.02,2007.0
8939,8940,Harry Potter and the Goblet of Fire,Adventure,E10,PSP,Electronic Arts,Electronic Arts,7.2,0.0,0.19,0.17,0.0,0.0,0.02,2005.0
8941,8942,Family Guy,Adventure,M,PSP,2K Games,High Voltage Software,5.5,0.0,0.19,0.18,0.0,0.0,0.02,2006.0
8942,8943,Rune Factory: Tides of Destiny,Role-Playing,E10,Wii,Natsume,Neverland Company,0.0,0.0,0.19,0.13,0.0,0.06,0.01,2011.0
8943,8944,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Fighting,NP,PS,Bandai,TOSE,0.0,0.0,0.19,0.0,0.0,0.18,0.01,1996.0
8944,8945,Pac-Man & Galaga Dimensions,Action,E10,3DS,Namco Bandai,Namco Bandai Games,5.7,0.0,0.19,0.1,0.04,0.04,0.01,2011.0
8945,8946,Valkyria Chronicles 4,Strategy,T,NS,Sega,Sega,8.6,0.0,0.19,0.12,0.04,0.02,0.02,2018.0
8947,8948,NBA Ballers: Chosen One,Sports,E,X360,Midway Games,Midway Games,0.0,0.0,0.19,0.18,0.0,0.0,0.02,2008.0
8948,8949,Spectrobes: Origins,Role-Playing,E10,Wii,Disney Interactive Studios,Genki,7.4,0.0,0.19,0.16,0.02,0.0,0.01,2009.0
8949,8950,Iron Chef America: Supreme Cuisine,Simulation,E10,DS,Destineer,Black Lantern Studios,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2008.0
8950,8951,Sniper Elite,Shooter,M,PS2,Namco,Rebellion Developments,0.0,0.0,0.19,0.1,0.07,0.0,0.02,2005.0
8952,8953,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,Action,NP,DS,Sega,Sega,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2005.0
8953,8954,Parlor! Mini 4,Misc,NP,SNES,Nippon Telenet,Nippon Telenet,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1996.0
8954,8955,Breath of Fire II,Role-Playing,E,GBA,Capcom,Capcom,8.6,0.0,0.19,0.14,0.05,0.0,0.0,2002.0
8956,8957,Danganronpa 2: Goodbye Despair,Adventure,NP,PSP,Spike,Spike Chunsoft,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2012.0
8957,8958,Conan,Action,M,X360,THQ,Nihilistic Software,7.1,0.0,0.19,0.16,0.02,0.0,0.01,2007.0
8958,8959,Ice Age 2: The Meltdown,Platform,E10,GC,Vivendi Games,Eurocom Entertainment Software,7.4,0.0,0.19,0.15,0.04,0.0,0.01,2006.0
8959,8960,Petz Pony: Beauty Pageant,Simulation,E,DS,Ubisoft,HotGen Studios,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2009.0
8960,8961,Steins;Gate,Visual Novel,NP,PSP,Kadokawa Shoten,Nitro+,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2011.0
8961,8962,Dinotopia: The Timestone Pirates,Action,E,GBA,TDK Core,TDK Mediactive,6.1,0.0,0.19,0.14,0.05,0.0,0.0,2002.0
8962,8963,Dishonored: Definitive Edition,Action,M,XOne,Bethesda Softworks,Arkane Studios,0.0,0.0,0.19,0.13,0.05,0.0,0.02,2015.0
8963,8964,Power Pro Kun Pocket 12,Sports,NP,DS,Konami,PawaPuro Production,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2009.0
8964,8965,Rise of the Argonauts,Action,M,PS3,Codemasters,Codemasters,5.3,0.0,0.19,0.05,0.12,0.0,0.03,2008.0
8965,8966,Peter Jackson's King Kong: The Official Game of the Movie,Action,T,PSP,Ubisoft,Phoenix Games Studio,6.0,0.0,0.19,0.16,0.01,0.0,0.02,2005.0
8966,8967,One Piece: Burning Blood,Fighting,T,XOne,Namco Bandai Games,Spike Chunsoft,0.0,0.0,0.19,0.11,0.07,0.0,0.02,2016.0
8967,8968,Rock Band Country Track Pack,Misc,E10,PS3,MTV Games,Harmonix Music Systems,0.0,0.0,0.19,0.18,0.0,0.0,0.02,2009.0
8968,8969,New Love Plus,Simulation,NP,3DS,Konami,Konami,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2012.0
8969,8970,J-League Jikkyou Winning Eleven 3,Sports,NP,PS,Konami,Konami,0.0,0.0,0.19,0.0,0.0,0.18,0.01,1997.0
8970,8971,Are You Smarter Than a 5th Grader? Back to School,Misc,E,Wii,Nintendo,ImaginEngine,0.0,0.0,0.19,0.18,0.0,0.0,0.02,2010.0
8971,8972,We Wish You A Merry Christmas,Action,E,Wii,Destineer,Destineer,0.0,0.0,0.19,0.13,0.04,0.0,0.02,2009.0
8972,8973,Jissen Pachi-Slot Hisshouhou,Misc,NP,SNES,Sammy Corporation,Sammy Corporation,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1993.0
8973,8974,Hot Wheels: Track Attack,Racing,E,Wii,THQ,THQ,0.0,0.0,0.19,0.14,0.04,0.0,0.01,2010.0
8975,8976,Manhunt,Action,M,XB,Rockstar Games,Rockstar North,7.7,0.0,0.19,0.14,0.04,0.0,0.01,2004.0
8976,8977,Pet Zombies,Simulation,T,3DS,Majesco,1st Playable Productions,0.0,0.0,0.19,0.18,0.0,0.0,0.02,2011.0
8977,8978,Dynasty Warriors: Gundam 2,Action,T,X360,Namco Bandai,Omega Force,5.6,0.0,0.19,0.07,0.03,0.08,0.01,2009.0
8978,8979,NCAA Final Four 2003,Sports,E,PS2,Sony Computer Entertainment,989 Sports,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2002.0
8979,8980,Quantum Theory,Shooter,M,PS3,Tecmo Koei,Team Tachyon,0.0,0.0,0.19,0.05,0.09,0.02,0.03,2010.0
8980,8981,Dream Salon,Simulation,E,DS,Zoo Digital Publishing,Zoo Games,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2009.0
8981,8982,Scene It? Twilight,Misc,T,DS,Konami,Screenlife Games,0.0,0.0,0.19,0.11,0.07,0.0,0.02,2010.0
8985,8986,The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou,Adventure,NP,3DS,Capcom,Capcom,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2015.0
8986,8987,101-in-1 Explosive Megamix,Misc,E,DS,Atlus,Nordcurrent,0.0,0.0,0.19,0.05,0.13,0.0,0.02,2009.0
8987,8988,J-League Excite Stage '96,Sports,NP,SNES,Epoch,A-Max,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1996.0
8989,8990,The Smurfs 2,Platform,E,DS,Ubisoft,Way Forward,0.0,0.0,0.19,0.0,0.18,0.0,0.01,2013.0
8990,8991,Nobunaga no Yabou: Souzou,Strategy,NP,PS3,Tecmo Koei,Koei Tecmo Games,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2013.0
8992,8993,Shiren the Wanderer,Role-Playing,T,Wii,Atlus,ChunSoft,7.4,0.0,0.19,0.08,0.0,0.11,0.01,2010.0
8993,8994,Breath of Fire: Dragon Quarter,Role-Playing,T,PS2,Capcom,Capcom,7.6,0.0,0.19,0.09,0.07,0.0,0.02,2003.0
8994,8995,Spore Hero Arena,Simulation,E,DS,Electronic Arts,Maxis,4.9,0.0,0.19,0.18,0.0,0.0,0.01,2009.0
8995,8996,Jikkyou J-League Perfect Striker,Sports,NP,N64,Konami,Konami Computer Entertainment Osaka,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1996.0
8996,8997,Super Robot Taisen: Scramble Commander,Strategy,NP,PS2,Banpresto,Banpresto,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2003.0
8997,8998,Re-Volt,Racing,E,PS,Acclaim Entertainment,Probe Entertainment Limited,0.0,0.0,0.19,0.11,0.07,0.0,0.01,1999.0
8999,9000,Space Invaders Extreme 2,Shooter,E,DS,Taito,Taito Corporation,8.1,0.0,0.19,0.17,0.01,0.0,0.01,2009.0
9000,9001,Descent,Shooter,T,PS,Interplay,Parallax Software,0.0,0.0,0.19,0.11,0.07,0.0,0.01,1996.0
9003,9004,Conflict: Denied Ops,Shooter,M,X360,Eidos Interactive,Pivotal Games,5.3,0.0,0.19,0.08,0.09,0.0,0.02,2008.0
9004,9005,Enchanted Arms,Role-Playing,T,X360,Ubisoft,From Software,6.9,0.0,0.19,0.16,0.02,0.0,0.01,2006.0
9005,9006,Test Drive Unlimited 2,Racing,T,PC,Atari,Eden Studios,6.7,0.0,0.19,0.05,0.11,0.0,0.03,2011.0
9006,9007,SpongeBob SquigglePants 3D,Misc,E,3DS,THQ,WayForward Technologies,6.1,0.0,0.19,0.13,0.05,0.0,0.02,2011.0
9007,9008,South Park: The Stick of Truth,Role-Playing,M,PC,Ubisoft,Obsidian Entertainment,0.0,0.0,0.19,0.07,0.1,0.0,0.02,2014.0
9008,9009,Taiko no Tatsujin: Wii U Version!,Music,NP,WiiU,Namco Bandai Games,Bandai Namco Games,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2013.0
9010,9011,Disney's Magical Mirror Starring Mickey Mouse,Adventure,E,GC,Nintendo,Capcom,4.0,0.0,0.19,0.15,0.04,0.0,0.01,2002.0
9011,9012,Dawn of Discovery,Simulation,E10,Wii,Ubisoft,Sunflowers Interactive,7.9,0.0,0.19,0.12,0.06,0.0,0.01,2009.0
9013,9014,FIFA 17,Sports,E,PC,Electronic Arts,EA Canada,0.0,0.0,0.19,0.0,0.18,0.0,0.01,2016.0
9014,9015,Barbie Fashion Show: An Eye for Style,Misc,E,DS,Activision,Activision,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2008.0
9015,9016,Final Fantasy XI: Online,Role-Playing,T,X360,Square Enix,Square Enix,6.7,0.0,0.19,0.17,0.01,0.0,0.01,2006.0
9016,9017,IHRA Professional Drag Racing 2005,Racing,E,PS2,Bethesda Softworks,Bethesda Softworks,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2004.0
9017,9018,SpongeBob's Surf & Skate Roadtrip,Action,E,X360,THQ,THQ,0.0,0.0,0.19,0.15,0.03,0.0,0.02,2011.0
9018,9019,Mace Griffin: Bounty Hunter,Shooter,M,PS2,VU Games,Warthog,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2003.0
9019,9020,The Spiderwick Chronicles,Adventure,E10,Wii,Sierra Entertainment,Stormfront Studios,0.0,0.0,0.19,0.17,0.01,0.0,0.01,2008.0
9020,9021,Legacy of Kain: Defiance,Adventure,M,XB,Eidos Interactive,Crystal Dynamics,0.0,0.0,0.19,0.14,0.04,0.0,0.01,2003.0
9022,9023,Trivial Pursuit unhinged,Misc,T,PS2,Atari,Artech Studios,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2004.0
9023,9024,Tales of the World: Narikiri Dungeon 2,Role-Playing,NP,GBA,Namco,Alfa System,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2002.0
9024,9025,Majin and the Forsaken Kingdom,Adventure,T,X360,Namco Bandai,Game Republic,7.0,0.0,0.19,0.14,0.03,0.0,0.01,2010.0
9025,9026,Aliens versus Predator: Extinction,Strategy,T,PS2,Electronic Arts,Zono Incorporated,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2003.0
9026,9027,Silent Scope 2: Dark Silhouette,Shooter,M,PS2,Konami,Konami Computer Entertainment Tokyo,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2001.0
9027,9028,Dave Mirra Freestyle BMX 2,Sports,T,GBA,Acclaim Entertainment,Full Fat,8.0,0.0,0.19,0.14,0.05,0.0,0.0,2001.0
9028,9029,International Cricket 2010,Sports,NP,PS3,Codemasters,Trickstar Games,0.0,0.0,0.19,0.0,0.15,0.0,0.04,2010.0
9029,9030,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,Sports,NP,SNES,Konami,Diamond Head,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1996.0
9031,9032,NHL Hitz Pro,Sports,E,PS2,Midway Games,Next Level Games,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2003.0
9032,9033,Tokimeki Memorial Girl's Side 3rd Story,Adventure,NP,DS,Konami,Konami,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2010.0
9033,9034,I SPY castle,Puzzle,E,DS,Scholastic Inc.,Scholastic Media,0.0,0.0,0.19,0.17,0.0,0.0,0.02,2011.0
9034,9035,Avatar: The Last Airbender - Into the Inferno,Adventure,E10,Wii,THQ,Halfbrick Studios,0.0,0.0,0.19,0.17,0.01,0.0,0.01,2008.0
9035,9036,Allied General,Strategy,E,PS,SSI,SSI,6.3,0.0,0.19,0.11,0.07,0.0,0.01,1996.0
9036,9037,Call of Duty: WWII,Shooter,M,PC,Activision,Sledgehammer Games,0.0,0.0,0.19,0.07,0.11,0.0,0.01,2017.0
9037,9038,Fire ProWrestling G,Fighting,NP,PS,Human Entertainment,S-Neo,8.0,0.0,0.19,0.0,0.0,0.18,0.01,1999.0
9038,9039,Kamen Rider: Battride War,Action,NP,PS3,Namco Bandai Games,Eighting,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2013.0
9039,9040,Naruto: Ninja Destiny,Fighting,T,DS,D3Publisher,Takara Tomy,0.0,0.0,0.19,0.02,0.01,0.16,0.0,2008.0
9040,9041,WWE All Stars,Fighting,T,Wii,THQ,THQ,0.0,0.0,0.19,0.1,0.07,0.0,0.02,2011.0
