,Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
18088,18089,Mega Man Legacy Collection 2,Action,E10,XOne,Capcom,Capcom,0.0,0.0,0.02,0.02,0.0,0.0,0.0,2017.0
18089,18090,Metal Max Xeno,Role-Playing,NP,PSV,Kadokawa Games,Kadokawa Games,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2018.0
18090,18091,Rising Zan: The Samurai Gunman,Action,M,PS,Agetec,UEP Systems,0.0,0.0,0.02,0.01,0.01,0.0,0.0,1999.0
18091,18092,Ben 10 Omniverse 2,Action,E10,3DS,D3 Publisher,1st Playable Productions,0.0,0.0,0.02,0.0,0.02,0.0,0.0,2013.0
18092,18093,Titanic Mystery,Puzzle,E,Wii,O-Games,PlayV,0.0,0.0,0.02,0.02,0.0,0.0,0.0,2012.0
18093,18094,Mai-Otome Hime: Otome Butou Shi,Fighting,NP,PS2,Sunrise Interactive,Sunrise Interactive,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2006.0
18094,18095,Robopon 2: Cross Version,Role-Playing,E,GBA,Atlus,RED Entertainment,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2002.0
18095,18096,TMNT: Mutant Melee,Fighting,T,XB,Konami,Konami Computer Entertainment Hawaii,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2005.0
18096,18097,Ultimate Puzzle Games,Puzzle,E,GBA,Telegames,"Telegames, Inc.",0.0,0.0,0.02,0.01,0.0,0.0,0.0,2005.0
18097,18098,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Action,NP,PS2,Marvelous Interactive,Marvelous Interactive,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2008.0
18098,18099,Kimikare: New Semester,Misc,NP,PSP,Idea Factory,Unknown,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2012.0
18099,18100,Haneru no Tobira Wii: Girigirissu,Misc,NP,Wii,Namco Bandai,Bandai Namco Games,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2007.0
18100,18101,Norn + Nonette: Last Era,Action,NP,PSV,Idea Factory,Unknown,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2015.0
18101,18102,RoboCop,Shooter,M,XB,Titus,Titus Software,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2003.0
18102,18103,Dragon Quest X: All in One Package,MMO,NP,WiiU,Square Enix,Square Enix,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2015.0
18103,18104,Elminage II: Sousei no Megami to Unmei no Daichi,Role-Playing,NP,PSP,Starfish,Starfish SD,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2009.0
18104,18105,Dungeons 3,Strategy,T,XOne,Kalypso Media,Realmforge Studios,0.0,0.0,0.02,0.02,0.0,0.0,0.0,2017.0
18105,18106,Blazing Souls,Role-Playing,NP,PS2,Idea Factory,Neverland,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2006.0
18106,18107,Bomberman 2,Puzzle,NP,DS,Hudson Soft,Hudson Soft,0.0,0.0,0.02,0.0,0.01,0.0,0.0,2009.0
18107,18108,Legendary,Shooter,M,PC,Gamecock,Spark Unlimited,4.0,0.0,0.02,0.0,0.02,0.0,0.0,2008.0
18108,18109,Barnyard Blast: Swine of the Night,Platform,E10,DS,DSI Games,"Sanuk Software Co., Ltd.",0.0,0.0,0.02,0.02,0.0,0.0,0.0,2008.0
18109,18110,NHL 2K3,Sports,E,GC,Sega,Treyarch,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2002.0
18110,18111,Seinaru Kana: Orichalcum no Na no Motoni,Misc,NP,PSP,CyberFront,Unknown,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2012.0
18111,18112,Skullgirls: 2nd Encore,Fighting,NP,PS4,Arc System Works,Lab Zero Games,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2016.0
18112,18113,The Hustle: Detroit Streets,Sports,T,XB,Activision,Blade Interactive,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2006.0
18113,18114,This Is The Police,Simulation,M,PS4,THQ Nordic,Weappy Studio,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2017.0
18114,18115,Tail of the Sun,Role-Playing,E,PS,Sony Computer Entertainment,ArtDink,0.0,0.0,0.02,0.01,0.01,0.0,0.0,1997.0
18115,18116,Wild West Shootout,Shooter,T,Wii,Zoo Games,FrontLine Studios,0.0,0.0,0.02,0.01,0.01,0.0,0.0,2010.0
18116,18117,BoxBoy! Hakobume Box,Puzzle,NP,3DS,Nintendo,HAL Laboratory,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2017.0
18117,18118,Space Channel 5: Ulala's Cosmic Attack,Misc,E,GBA,THQ,Art Corporation,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2003.0
18118,18119,Blood Bowl: Legendary Edition,Sports,T,PC,Focus Home Interactive,Cyanide Studio,0.0,0.0,0.02,0.0,0.01,0.0,0.0,2010.0
18119,18120,Disney Sports Basketball,Sports,E,GBA,Konami,Konami,6.7,0.0,0.02,0.01,0.0,0.0,0.0,2002.0
18120,18121,Virtua Quest,Role-Playing,T,PS2,Sega,Artificial Mind and Movement,0.0,0.0,0.02,0.01,0.01,0.0,0.0,2005.0
18121,18122,Ozzy & Drix,Platform,E,GBA,Midway Games,Raylight Studios,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2003.0
18122,18123,Balls of Fury,Sports,E10,DS,DSI Games,Black Lantern Studios,0.0,0.0,0.02,0.02,0.0,0.0,0.0,2007.0
18123,18124,Heroes of the Pacific,Simulation,T,PC,Ubisoft,IR Gurus Interactive,0.0,0.0,0.02,0.0,0.02,0.0,0.0,2005.0
18124,18125,Combat Flight Simulator 3: Battle for Europe,Simulation,E,PC,Microsoft Game Studios,Microsoft Game Studios,0.0,0.0,0.02,0.01,0.01,0.0,0.0,2002.0
18125,18126,Nobunaga no Yabou: Soutensoku with Power-Up Kit,Strategy,NP,PSP,Tecmo Koei,Tecmo Koei Games,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2011.0
18126,18127,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,Misc,NP,PS2,Yamasa Entertainment,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2006.0
18127,18128,Castle Shikigami 2,Shooter,E,PS2,XS Games,Alfa System,0.0,0.0,0.02,0.01,0.01,0.0,0.0,2004.0
18128,18129,Commandos 3: Destination Berlin,Strategy,T,PC,Eidos Interactive,Pyro Studios,0.0,0.0,0.02,0.0,0.02,0.0,0.0,2003.0
18129,18130,Disney Sports Football,Sports,E,GC,Konami,Konami,0.0,0.0,0.02,0.01,0.0,0.0,0.0,2002.0
18130,18131,Flowers: Autumn Story,Adventure,NP,PSV,Prototype,Unknown,0.0,0.0,0.02,0.0,0.0,0.02,0.0,2016.0
